sample_id,image_id,part_group_id,object_group_id,image_path,part_family,part_category,text_category,description,label,source
v3_train_kaggle_525be61392394baf_partial_match_2,kaggle_525be61392394baf,kaggle50:brake_pad:kaggle_525be61392394baf,kaggle50:brake_pad:kaggle_525be61392394baf,data/images/dataset_v3/train/brake_pad/brake_pad_train_033_525be61392394baf.jpg,chassis,brake_pad,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_525be61392394baf_mismatch_2,kaggle_525be61392394baf,kaggle50:brake_pad:kaggle_525be61392394baf,kaggle50:brake_pad:kaggle_525be61392394baf,data/images/dataset_v3/train/brake_pad/brake_pad_train_033_525be61392394baf.jpg,chassis,brake_pad,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",MISMATCH,dataset_v3
v3_train_kaggle_4bbf94a2d168e15f_match_1,kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,data/images/dataset_v3/train/brake_pad/brake_pad_train_034_4bbf94a2d168e15f.jpg,chassis,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v3
v3_train_kaggle_4bbf94a2d168e15f_partial_match_1,kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,data/images/dataset_v3/train/brake_pad/brake_pad_train_034_4bbf94a2d168e15f.jpg,chassis,brake_pad,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_4bbf94a2d168e15f_mismatch_1,kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,data/images/dataset_v3/train/brake_pad/brake_pad_train_034_4bbf94a2d168e15f.jpg,chassis,brake_pad,starter,"Vehicle component identified as automotive starter motor, designed to turn the engine crankshaft during starting using battery power.",MISMATCH,dataset_v3
v3_train_kaggle_4bbf94a2d168e15f_match_2,kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,data/images/dataset_v3/train/brake_pad/brake_pad_train_034_4bbf94a2d168e15f.jpg,chassis,brake_pad,brake_pad,"This component is the automotive brake pad, recognizable by a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v3
v3_train_kaggle_4bbf94a2d168e15f_partial_match_2,kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,data/images/dataset_v3/train/brake_pad/brake_pad_train_034_4bbf94a2d168e15f.jpg,chassis,brake_pad,coil_spring,"This component is the suspension coil spring, recognizable by a helical steel spring with several visible coils.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_4bbf94a2d168e15f_mismatch_2,kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,kaggle50:brake_pad:kaggle_4bbf94a2d168e15f,data/images/dataset_v3/train/brake_pad/brake_pad_train_034_4bbf94a2d168e15f.jpg,chassis,brake_pad,taillight,"This component is the rear taillight assembly, recognizable by a red or multicolour lens assembly fitted to the rear of a vehicle.",MISMATCH,dataset_v3
v3_train_kaggle_0ea69f771799f672_match_1,kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,data/images/dataset_v3/train/brake_pad/brake_pad_train_035_0ea69f771799f672.jpg,chassis,brake_pad,brake_pad,"This component is the automotive brake pad, recognizable by a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v3
v3_train_kaggle_0ea69f771799f672_partial_match_1,kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,data/images/dataset_v3/train/brake_pad/brake_pad_train_035_0ea69f771799f672.jpg,chassis,brake_pad,coil_spring,"This component is the suspension coil spring, recognizable by a helical steel spring with several visible coils.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_0ea69f771799f672_mismatch_1,kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,data/images/dataset_v3/train/brake_pad/brake_pad_train_035_0ea69f771799f672.jpg,chassis,brake_pad,alternator,"This component is the automotive alternator, recognizable by a compact ventilated metal housing with a pulley.",MISMATCH,dataset_v3
v3_train_kaggle_0ea69f771799f672_match_2,kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,data/images/dataset_v3/train/brake_pad/brake_pad_train_035_0ea69f771799f672.jpg,chassis,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v3
v3_train_kaggle_0ea69f771799f672_partial_match_2,kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,data/images/dataset_v3/train/brake_pad/brake_pad_train_035_0ea69f771799f672.jpg,chassis,brake_pad,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_0ea69f771799f672_mismatch_2,kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,kaggle50:brake_pad:kaggle_0ea69f771799f672,data/images/dataset_v3/train/brake_pad/brake_pad_train_035_0ea69f771799f672.jpg,chassis,brake_pad,oil_filter,Road-vehicle replacement part: engine oil filter; its job is to trap contaminants circulating in the engine lubricant.,MISMATCH,dataset_v3
v3_train_kaggle_231ac389c658a15b_match_1,kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,data/images/dataset_v3/train/brake_pad/brake_pad_train_036_231ac389c658a15b.jpg,chassis,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v3
v3_train_kaggle_231ac389c658a15b_partial_match_1,kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,data/images/dataset_v3/train/brake_pad/brake_pad_train_036_231ac389c658a15b.jpg,chassis,brake_pad,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_231ac389c658a15b_mismatch_1,kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,data/images/dataset_v3/train/brake_pad/brake_pad_train_036_231ac389c658a15b.jpg,chassis,brake_pad,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_231ac389c658a15b_match_2,kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,data/images/dataset_v3/train/brake_pad/brake_pad_train_036_231ac389c658a15b.jpg,chassis,brake_pad,brake_pad,"Automotive component: automotive brake pad, part of the vehicle chassis group.",MATCH,dataset_v3
v3_train_kaggle_231ac389c658a15b_partial_match_2,kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,data/images/dataset_v3/train/brake_pad/brake_pad_train_036_231ac389c658a15b.jpg,chassis,brake_pad,coil_spring,"Automotive component: suspension coil spring, part of the vehicle chassis group.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_231ac389c658a15b_mismatch_2,kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,kaggle50:brake_pad:kaggle_231ac389c658a15b,data/images/dataset_v3/train/brake_pad/brake_pad_train_036_231ac389c658a15b.jpg,chassis,brake_pad,alternator,"Automotive component: automotive alternator, part of the engine-support and electrical group.",MISMATCH,dataset_v3
v3_train_kaggle_58317b192c95d7b1_match_1,kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,data/images/dataset_v3/train/brake_pad/brake_pad_train_037_58317b192c95d7b1.jpg,chassis,brake_pad,brake_pad,"Automotive component: automotive brake pad, part of the vehicle chassis group.",MATCH,dataset_v3
v3_train_kaggle_58317b192c95d7b1_partial_match_1,kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,data/images/dataset_v3/train/brake_pad/brake_pad_train_037_58317b192c95d7b1.jpg,chassis,brake_pad,coil_spring,"Automotive component: suspension coil spring, part of the vehicle chassis group.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_58317b192c95d7b1_mismatch_1,kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,data/images/dataset_v3/train/brake_pad/brake_pad_train_037_58317b192c95d7b1.jpg,chassis,brake_pad,headlight,"Automotive component: front headlight assembly, part of the vehicle lighting group.",MISMATCH,dataset_v3
v3_train_kaggle_58317b192c95d7b1_match_2,kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,data/images/dataset_v3/train/brake_pad/brake_pad_train_037_58317b192c95d7b1.jpg,chassis,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v3
v3_train_kaggle_58317b192c95d7b1_partial_match_2,kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,data/images/dataset_v3/train/brake_pad/brake_pad_train_037_58317b192c95d7b1.jpg,chassis,brake_pad,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_58317b192c95d7b1_mismatch_2,kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,kaggle50:brake_pad:kaggle_58317b192c95d7b1,data/images/dataset_v3/train/brake_pad/brake_pad_train_037_58317b192c95d7b1.jpg,chassis,brake_pad,starter,"Vehicle component identified as automotive starter motor, designed to turn the engine crankshaft during starting using battery power.",MISMATCH,dataset_v3
v3_train_kaggle_523fee3a9e2b6831_match_1,kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,data/images/dataset_v3/train/brake_pad/brake_pad_train_038_523fee3a9e2b6831.jpg,chassis,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v3
v3_train_kaggle_523fee3a9e2b6831_partial_match_1,kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,data/images/dataset_v3/train/brake_pad/brake_pad_train_038_523fee3a9e2b6831.jpg,chassis,brake_pad,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_523fee3a9e2b6831_mismatch_1,kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,data/images/dataset_v3/train/brake_pad/brake_pad_train_038_523fee3a9e2b6831.jpg,chassis,brake_pad,taillight,"Vehicle component identified as rear taillight assembly, designed to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_523fee3a9e2b6831_match_2,kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,data/images/dataset_v3/train/brake_pad/brake_pad_train_038_523fee3a9e2b6831.jpg,chassis,brake_pad,brake_pad,"This component is the automotive brake pad, recognizable by a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v3
v3_train_kaggle_523fee3a9e2b6831_partial_match_2,kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,data/images/dataset_v3/train/brake_pad/brake_pad_train_038_523fee3a9e2b6831.jpg,chassis,brake_pad,coil_spring,"This component is the suspension coil spring, recognizable by a helical steel spring with several visible coils.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_523fee3a9e2b6831_mismatch_2,kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,kaggle50:brake_pad:kaggle_523fee3a9e2b6831,data/images/dataset_v3/train/brake_pad/brake_pad_train_038_523fee3a9e2b6831.jpg,chassis,brake_pad,oil_filter,"This component is the engine oil filter, recognizable by a replaceable canister or cartridge containing filtering media.",MISMATCH,dataset_v3
v3_train_kaggle_f8a44e1ef3235d37_match_1,kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,data/images/dataset_v3/train/brake_pad/brake_pad_train_039_f8a44e1ef3235d37.jpg,chassis,brake_pad,brake_pad,"This component is the automotive brake pad, recognizable by a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v3
v3_train_kaggle_f8a44e1ef3235d37_partial_match_1,kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,data/images/dataset_v3/train/brake_pad/brake_pad_train_039_f8a44e1ef3235d37.jpg,chassis,brake_pad,coil_spring,"This component is the suspension coil spring, recognizable by a helical steel spring with several visible coils.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_f8a44e1ef3235d37_mismatch_1,kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,data/images/dataset_v3/train/brake_pad/brake_pad_train_039_f8a44e1ef3235d37.jpg,chassis,brake_pad,alternator,"This component is the automotive alternator, recognizable by a compact ventilated metal housing with a pulley.",MISMATCH,dataset_v3
v3_train_kaggle_f8a44e1ef3235d37_match_2,kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,data/images/dataset_v3/train/brake_pad/brake_pad_train_039_f8a44e1ef3235d37.jpg,chassis,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v3
v3_train_kaggle_f8a44e1ef3235d37_partial_match_2,kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,data/images/dataset_v3/train/brake_pad/brake_pad_train_039_f8a44e1ef3235d37.jpg,chassis,brake_pad,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_f8a44e1ef3235d37_mismatch_2,kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,kaggle50:brake_pad:kaggle_f8a44e1ef3235d37,data/images/dataset_v3/train/brake_pad/brake_pad_train_039_f8a44e1ef3235d37.jpg,chassis,brake_pad,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,MISMATCH,dataset_v3
v3_train_kaggle_21113e2531459648_match_1,kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,data/images/dataset_v3/train/brake_pad/brake_pad_train_040_21113e2531459648.jpg,chassis,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v3
v3_train_kaggle_21113e2531459648_partial_match_1,kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,data/images/dataset_v3/train/brake_pad/brake_pad_train_040_21113e2531459648.jpg,chassis,brake_pad,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_21113e2531459648_mismatch_1,kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,data/images/dataset_v3/train/brake_pad/brake_pad_train_040_21113e2531459648.jpg,chassis,brake_pad,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_21113e2531459648_match_2,kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,data/images/dataset_v3/train/brake_pad/brake_pad_train_040_21113e2531459648.jpg,chassis,brake_pad,brake_pad,"Automotive component: automotive brake pad, part of the vehicle chassis group.",MATCH,dataset_v3
v3_train_kaggle_21113e2531459648_partial_match_2,kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,data/images/dataset_v3/train/brake_pad/brake_pad_train_040_21113e2531459648.jpg,chassis,brake_pad,coil_spring,"Automotive component: suspension coil spring, part of the vehicle chassis group.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_21113e2531459648_mismatch_2,kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,kaggle50:brake_pad:kaggle_21113e2531459648,data/images/dataset_v3/train/brake_pad/brake_pad_train_040_21113e2531459648.jpg,chassis,brake_pad,alternator,"Automotive component: automotive alternator, part of the engine-support and electrical group.",MISMATCH,dataset_v3
v3_train_kaggle_784496dfe35ca060_match_1,kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,data/images/dataset_v3/train/brake_pad/brake_pad_train_041_784496dfe35ca060.jpg,chassis,brake_pad,brake_pad,"Automotive component: automotive brake pad, part of the vehicle chassis group.",MATCH,dataset_v3
v3_train_kaggle_784496dfe35ca060_partial_match_1,kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,data/images/dataset_v3/train/brake_pad/brake_pad_train_041_784496dfe35ca060.jpg,chassis,brake_pad,coil_spring,"Automotive component: suspension coil spring, part of the vehicle chassis group.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_784496dfe35ca060_mismatch_1,kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,data/images/dataset_v3/train/brake_pad/brake_pad_train_041_784496dfe35ca060.jpg,chassis,brake_pad,headlight,"Automotive component: front headlight assembly, part of the vehicle lighting group.",MISMATCH,dataset_v3
v3_train_kaggle_784496dfe35ca060_match_2,kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,data/images/dataset_v3/train/brake_pad/brake_pad_train_041_784496dfe35ca060.jpg,chassis,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v3
v3_train_kaggle_784496dfe35ca060_partial_match_2,kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,data/images/dataset_v3/train/brake_pad/brake_pad_train_041_784496dfe35ca060.jpg,chassis,brake_pad,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_784496dfe35ca060_mismatch_2,kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,kaggle50:brake_pad:kaggle_784496dfe35ca060,data/images/dataset_v3/train/brake_pad/brake_pad_train_041_784496dfe35ca060.jpg,chassis,brake_pad,starter,"Vehicle component identified as automotive starter motor, designed to turn the engine crankshaft during starting using battery power.",MISMATCH,dataset_v3
v3_train_kaggle_fb33911baf3bca56_match_1,kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,data/images/dataset_v3/train/brake_pad/brake_pad_train_042_fb33911baf3bca56.jpg,chassis,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v3
v3_train_kaggle_fb33911baf3bca56_partial_match_1,kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,data/images/dataset_v3/train/brake_pad/brake_pad_train_042_fb33911baf3bca56.jpg,chassis,brake_pad,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_fb33911baf3bca56_mismatch_1,kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,data/images/dataset_v3/train/brake_pad/brake_pad_train_042_fb33911baf3bca56.jpg,chassis,brake_pad,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",MISMATCH,dataset_v3
v3_train_kaggle_fb33911baf3bca56_match_2,kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,data/images/dataset_v3/train/brake_pad/brake_pad_train_042_fb33911baf3bca56.jpg,chassis,brake_pad,brake_pad,"This component is the automotive brake pad, recognizable by a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v3
v3_train_kaggle_fb33911baf3bca56_partial_match_2,kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,data/images/dataset_v3/train/brake_pad/brake_pad_train_042_fb33911baf3bca56.jpg,chassis,brake_pad,coil_spring,"This component is the suspension coil spring, recognizable by a helical steel spring with several visible coils.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_fb33911baf3bca56_mismatch_2,kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,kaggle50:brake_pad:kaggle_fb33911baf3bca56,data/images/dataset_v3/train/brake_pad/brake_pad_train_042_fb33911baf3bca56.jpg,chassis,brake_pad,taillight,"This component is the rear taillight assembly, recognizable by a red or multicolour lens assembly fitted to the rear of a vehicle.",MISMATCH,dataset_v3
v3_train_kaggle_a65b16bca8ebd229_match_1,kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,data/images/dataset_v3/train/brake_pad/brake_pad_train_043_a65b16bca8ebd229.jpg,chassis,brake_pad,brake_pad,"This component is the automotive brake pad, recognizable by a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v3
v3_train_kaggle_a65b16bca8ebd229_partial_match_1,kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,data/images/dataset_v3/train/brake_pad/brake_pad_train_043_a65b16bca8ebd229.jpg,chassis,brake_pad,coil_spring,"This component is the suspension coil spring, recognizable by a helical steel spring with several visible coils.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_a65b16bca8ebd229_mismatch_1,kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,data/images/dataset_v3/train/brake_pad/brake_pad_train_043_a65b16bca8ebd229.jpg,chassis,brake_pad,oil_filter,"This component is the engine oil filter, recognizable by a replaceable canister or cartridge containing filtering media.",MISMATCH,dataset_v3
v3_train_kaggle_a65b16bca8ebd229_match_2,kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,data/images/dataset_v3/train/brake_pad/brake_pad_train_043_a65b16bca8ebd229.jpg,chassis,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v3
v3_train_kaggle_a65b16bca8ebd229_partial_match_2,kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,data/images/dataset_v3/train/brake_pad/brake_pad_train_043_a65b16bca8ebd229.jpg,chassis,brake_pad,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_a65b16bca8ebd229_mismatch_2,kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,kaggle50:brake_pad:kaggle_a65b16bca8ebd229,data/images/dataset_v3/train/brake_pad/brake_pad_train_043_a65b16bca8ebd229.jpg,chassis,brake_pad,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_d1223f1ba5f77c51_match_1,kaggle_d1223f1ba5f77c51,kaggle50:brake_pad:kaggle_d1223f1ba5f77c51,kaggle50:brake_pad:kaggle_d1223f1ba5f77c51,data/images/dataset_v3/train/brake_pad/brake_pad_train_044_d1223f1ba5f77c51.jpg,chassis,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v3
v3_train_kaggle_d1223f1ba5f77c51_partial_match_1,kaggle_d1223f1ba5f77c51,kaggle50:brake_pad:kaggle_d1223f1ba5f77c51,kaggle50:brake_pad:kaggle_d1223f1ba5f77c51,data/images/dataset_v3/train/brake_pad/brake_pad_train_044_d1223f1ba5f77c51.jpg,chassis,brake_pad,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_d1223f1ba5f77c51_mismatch_1,kaggle_d1223f1ba5f77c51,kaggle50:brake_pad:kaggle_d1223f1ba5f77c51,kaggle50:brake_pad:kaggle_d1223f1ba5f77c51,data/images/dataset_v3/train/brake_pad/brake_pad_train_044_d1223f1ba5f77c51.jpg,chassis,brake_pad,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,MISMATCH,dataset_v3
