asset_id,part_category,commons_title,description_url,author,credit,license_short_name,license_url,local_path,sha256,modifications
commons_starter_1048980,starter,File:Anlasser 1920er Jahre.jpg,https://commons.wikimedia.org/wiki/File:Anlasser_1920er_Jahre.jpg,Stahlkocher,Own work . Eigenes Bild.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/starter/commons_starter_1048980.jpg,37ba0bc63d94fff1ce22ea311005e5f1b75e36b1ed39983d3154ee817e65a260,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_starter_13616832,starter,File:BendixDrive.jpg,https://commons.wikimedia.org/wiki/File:BendixDrive.jpg,Bgroicahn,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/starter/commons_starter_13616832.jpg,74766f65efab08e5d7e28b8c970fd9c85e1cc9b4b207d1b2fd783cb86cc2731c,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_starter_1650041,starter,File:Automobile starter.JPG,https://commons.wikimedia.org/wiki/File:Automobile_starter.JPG,"Willdre 00:20, 8 February 2007 (UTC)",Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/starter/commons_starter_1650041.jpg,420e0674b6e0821a1b140067d747e28b1f46d54607cfb9d8d2ed7c3bddc6275c,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_starter_1650046,starter,File:Automobile starter 2.JPG,https://commons.wikimedia.org/wiki/File:Automobile_starter_2.JPG,"Willdre 00:24, 8 February 2007 (UTC)",Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/starter/commons_starter_1650046.jpg,cabf7de58999ba7bd77964764a20fc39093ec5cfbb98fd2642bba5a284ac99ee,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_starter_37895983,starter,File:Starter motor.JPG,https://commons.wikimedia.org/wiki/File:Starter_motor.JPG,Y Sekiai,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,data/images/wikimedia/starter/commons_starter_37895983.jpg,4b145703d85f95c867bb02a9a7306fce53eba8b633bf30a2fbfff06779a8748c,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_starter_new_test,starter,File:Démarreur d'une Renault 5.jpg,https://commons.wikimedia.org/wiki/File:D%C3%A9marreur_d%27une_Renault_5.jpg,Kev22,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,data/images/wikimedia/starter/commons_starter_new_test.jpg,2b7825ec3c3a3becb4482aa48d3582ce382506593df0873dd797d95627876113,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_starter_new_validation,starter,File:Стартер Mazda 3.jpg,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%82%D0%B0%D1%80%D1%82%D0%B5%D1%80_Mazda_3.jpg,Vipwelder,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,data/images/wikimedia/starter/commons_starter_new_validation.jpg,3b5d382c00567bae6cea9daed50ebd197bd8115eb2c9ac10cf8bb2b99ac86f4a,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_taillight_18026985,taillight,File:2005 Bentley Continental GT - Flickr - The Car Spy (20).jpg,https://commons.wikimedia.org/wiki/File:2005_Bentley_Continental_GT_-_Flickr_-_The_Car_Spy_(20).jpg,The Car Spy,2005 Bentley Continental GT,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,data/images/wikimedia/taillight/commons_taillight_18026985.jpg,e85e5fdce50419ef2ec52c2d8ae0ffee8aeae681c97b3a2564b4fd9795474678,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_taillight_18027695,taillight,File:2009 BMW M3 Cabriolet - Flickr - The Car Spy (20).jpg,https://commons.wikimedia.org/wiki/File:2009_BMW_M3_Cabriolet_-_Flickr_-_The_Car_Spy_(20).jpg,The Car Spy,2009 BMW M3 Cabriolet,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,data/images/wikimedia/taillight/commons_taillight_18027695.jpg,8f376160a246222f80e731c91085c0f65a8ae7bf6b16fcba7c4ab8ca69199466,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_taillight_1900673,taillight,File:Galaxie.jpg,https://commons.wikimedia.org/wiki/File:Galaxie.jpg,"Richard Giles from Perth, Australia",Flickr,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,data/images/wikimedia/taillight/commons_taillight_1900673.jpg,5ebaaeda478e0a5d8aee192852f53704c838a7a7e5e463d8acad1c9c14944fea,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_taillight_4518332,taillight,File:FanaleretroGP.jpg,https://commons.wikimedia.org/wiki/File:FanaleretroGP.jpg,Pava,Own work,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,data/images/wikimedia/taillight/commons_taillight_4518332.jpg,1c4c025b0f0516e155bd75ead0d6fbdce525e21564c9d424955ebe9dc9a862a9,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_taillight_7099374,taillight,File:FacelVegaHK500-rear.jpg,https://commons.wikimedia.org/wiki/File:FacelVegaHK500-rear.jpg,Brian Snelson,originally posted to Flickr as Facel Vega HK500,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,data/images/wikimedia/taillight/commons_taillight_7099374.jpg,779a356d8c42cf5de6d6c21d59b389303031d53e99898579c51ca3de7ac1ccd0,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_taillight_new_test,taillight,File:13 FIAT Dodge Dart at NAIAS 2012 rear light.jpg,https://commons.wikimedia.org/wiki/File:13_FIAT_Dodge_Dart_at_NAIAS_2012_rear_light.jpg,Autoviva,Own work,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,data/images/wikimedia/taillight/commons_taillight_new_test.jpg,8ff1d756079978a05651c53b12edbe010852b6e4444cb276e83469bbb397d5a7,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_taillight_new_validation,taillight,"File:"" 11 - rear tail light detail on Alfa Romeo 4C Concept.jpg",https://commons.wikimedia.org/wiki/File:%22_11_-_rear_tail_light_detail_on_Alfa_Romeo_4C_Concept.jpg,Supermac1961,Own work,CC BY 2.0 IT,https://creativecommons.org/licenses/by/2.0/it/deed.en,data/images/wikimedia/taillight/commons_taillight_new_validation.jpg,c92167452a77831a5b567aa21b08536177ccc7cbaa7f9f017fed2c49783bbffa,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
