image_id,image_group_id,part_category,part_family,split,rank_within_category,image_path,sha256,width,height,mode,source_dataset,source_category,source_original_split,source_archive_path
v4_coil_spring_train_0077_2cc6b10268c7fecf,sha256_2cc6b10268c7fecf81864e612c51f8670e180cb5bf31e5a3695b23f3f0ecb4db,coil_spring,suspension_steering_wheels,train,77,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0077_2cc6b10268c7fecf.jpg,2cc6b10268c7fecf81864e612c51f8670e180cb5bf31e5a3695b23f3f0ecb4db,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/133.jpg
v4_coil_spring_train_0078_7a10ad534722448c,sha256_7a10ad534722448c203a5db12c303d3d50fdf7233745ab1f23a59fa361ad7837,coil_spring,suspension_steering_wheels,train,78,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0078_7a10ad534722448c.jpg,7a10ad534722448c203a5db12c303d3d50fdf7233745ab1f23a59fa361ad7837,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/124.jpg
v4_coil_spring_train_0079_2088726160cfc9b0,sha256_2088726160cfc9b07d5080b71c1312e47c6a44e66e4905bd3ee9a51412c9cf3a,coil_spring,suspension_steering_wheels,train,79,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0079_2088726160cfc9b0.jpg,2088726160cfc9b07d5080b71c1312e47c6a44e66e4905bd3ee9a51412c9cf3a,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/120.jpg
v4_coil_spring_train_0080_7a20e7f07ea05625,sha256_7a20e7f07ea0562551373b2f0b580b3ab1b9969d74384a7f388e68ba8c093c5f,coil_spring,suspension_steering_wheels,train,80,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0080_7a20e7f07ea05625.jpg,7a20e7f07ea0562551373b2f0b580b3ab1b9969d74384a7f388e68ba8c093c5f,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/064.jpg
v4_coil_spring_train_0081_ca433c887ce15bd4,sha256_ca433c887ce15bd45a27cff2dfc76c95af7391a6c50fd0f95007d99150457504,coil_spring,suspension_steering_wheels,train,81,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0081_ca433c887ce15bd4.jpg,ca433c887ce15bd45a27cff2dfc76c95af7391a6c50fd0f95007d99150457504,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/075.jpg
v4_coil_spring_train_0082_71691b747b4f9262,sha256_71691b747b4f9262920090627fdbceeb92be72141fb2e366532398d25beaa4a0,coil_spring,suspension_steering_wheels,train,82,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0082_71691b747b4f9262.jpg,71691b747b4f9262920090627fdbceeb92be72141fb2e366532398d25beaa4a0,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/110.jpg
v4_coil_spring_train_0083_c9f16109cc3c8bb6,sha256_c9f16109cc3c8bb68fcb2b221a4ba1bfb6b886a6170db75c9585c0e8dd8d4a38,coil_spring,suspension_steering_wheels,train,83,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0083_c9f16109cc3c8bb6.jpg,c9f16109cc3c8bb68fcb2b221a4ba1bfb6b886a6170db75c9585c0e8dd8d4a38,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/154.jpg
v4_coil_spring_train_0084_468673eab5582897,sha256_468673eab5582897d6b1157634c450f6db32ce12111119e1c99ddf5b40afad8b,coil_spring,suspension_steering_wheels,train,84,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0084_468673eab5582897.jpg,468673eab5582897d6b1157634c450f6db32ce12111119e1c99ddf5b40afad8b,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/005.jpg
v4_coil_spring_train_0085_6ecbf2340aad2765,sha256_6ecbf2340aad2765d0b945d9fd50aa7455de63d3509699847c9b1b93079de40a,coil_spring,suspension_steering_wheels,train,85,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0085_6ecbf2340aad2765.jpg,6ecbf2340aad2765d0b945d9fd50aa7455de63d3509699847c9b1b93079de40a,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/063.jpg
v4_coil_spring_train_0086_1a4ee0786777c220,sha256_1a4ee0786777c220b22ec324ad04fb3aaa03a8e27320a2c3139a54f430e60e43,coil_spring,suspension_steering_wheels,train,86,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0086_1a4ee0786777c220.jpg,1a4ee0786777c220b22ec324ad04fb3aaa03a8e27320a2c3139a54f430e60e43,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/002.jpg
v4_coil_spring_train_0087_46b9756315931b64,sha256_46b9756315931b64dd79543e2e08b89826ed3851df0f18ab196dfcc930a8b050,coil_spring,suspension_steering_wheels,train,87,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0087_46b9756315931b64.jpg,46b9756315931b64dd79543e2e08b89826ed3851df0f18ab196dfcc930a8b050,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/043.jpg
v4_coil_spring_train_0088_31959dd2408a1c6a,sha256_31959dd2408a1c6a93baff88765dc3566e1367a3630e2156a7e46a8e1f29187c,coil_spring,suspension_steering_wheels,train,88,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0088_31959dd2408a1c6a.jpg,31959dd2408a1c6a93baff88765dc3566e1367a3630e2156a7e46a8e1f29187c,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/069.jpg
v4_coil_spring_train_0089_b87c41824f81baa3,sha256_b87c41824f81baa393640ea9be2ca1826bbeaf6f10dcd725e5bfd108b3b0a104,coil_spring,suspension_steering_wheels,train,89,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0089_b87c41824f81baa3.jpg,b87c41824f81baa393640ea9be2ca1826bbeaf6f10dcd725e5bfd108b3b0a104,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/107.jpg
v4_coil_spring_train_0090_3275f8a9f87005e8,sha256_3275f8a9f87005e83cec3ec45457c5ab71b4b85a3663fa2266dd3c19e0dab418,coil_spring,suspension_steering_wheels,train,90,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0090_3275f8a9f87005e8.jpg,3275f8a9f87005e83cec3ec45457c5ab71b4b85a3663fa2266dd3c19e0dab418,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/087.jpg
v4_coil_spring_train_0091_fe66327e8a39265b,sha256_fe66327e8a39265bae50c0588393af7cb4f93403628502413d06b7376473d11e,coil_spring,suspension_steering_wheels,train,91,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0091_fe66327e8a39265b.jpg,fe66327e8a39265bae50c0588393af7cb4f93403628502413d06b7376473d11e,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/037.jpg
v4_coil_spring_train_0092_a28c900d9cbcd177,sha256_a28c900d9cbcd1774da48d3260aba60e48034aba83bfc238012089d896d327a8,coil_spring,suspension_steering_wheels,train,92,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0092_a28c900d9cbcd177.jpg,a28c900d9cbcd1774da48d3260aba60e48034aba83bfc238012089d896d327a8,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/113.jpg
v4_coil_spring_train_0093_9dceb8b8ab543c5d,sha256_9dceb8b8ab543c5df8022be18b140c701997535dbe167c53920ff6a9c3ddf910,coil_spring,suspension_steering_wheels,train,93,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0093_9dceb8b8ab543c5d.jpg,9dceb8b8ab543c5df8022be18b140c701997535dbe167c53920ff6a9c3ddf910,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/129.jpg
v4_coil_spring_train_0094_dd0cfb4f178096a1,sha256_dd0cfb4f178096a1a5e84bd66f147dd270076216d1d025f33bd85243328b2268,coil_spring,suspension_steering_wheels,train,94,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0094_dd0cfb4f178096a1.jpg,dd0cfb4f178096a1a5e84bd66f147dd270076216d1d025f33bd85243328b2268,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/132.jpg
v4_coil_spring_train_0095_6716a0d671a642ef,sha256_6716a0d671a642efbc377a8ec12a99f6e4e18d6086de75cd5c47e5a91f4dcd13,coil_spring,suspension_steering_wheels,train,95,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0095_6716a0d671a642ef.jpg,6716a0d671a642efbc377a8ec12a99f6e4e18d6086de75cd5c47e5a91f4dcd13,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/086.jpg
v4_coil_spring_train_0096_fdf36ec0c729e821,sha256_fdf36ec0c729e821d4e2ce6bb4f24e8d72d8a8ab58aba2a433a4784491e8440d,coil_spring,suspension_steering_wheels,train,96,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0096_fdf36ec0c729e821.jpg,fdf36ec0c729e821d4e2ce6bb4f24e8d72d8a8ab58aba2a433a4784491e8440d,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/008.jpg
v4_coil_spring_train_0097_179bf75abe725238,sha256_179bf75abe725238e525bfaa17c3e20fca6658c0b9711b5d444b1f93399fe75b,coil_spring,suspension_steering_wheels,train,97,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0097_179bf75abe725238.jpg,179bf75abe725238e525bfaa17c3e20fca6658c0b9711b5d444b1f93399fe75b,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/023.jpg
v4_coil_spring_train_0098_73a2889e32a78c1c,sha256_73a2889e32a78c1c72f3bb090d28064918f7cdec8c8f6336babb496d4f07e4b5,coil_spring,suspension_steering_wheels,train,98,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0098_73a2889e32a78c1c.jpg,73a2889e32a78c1c72f3bb090d28064918f7cdec8c8f6336babb496d4f07e4b5,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/138.jpg
v4_coil_spring_train_0099_e3ac5ed10adfb10b,sha256_e3ac5ed10adfb10b3ecd06edb800bc3db1137b80f434d7b24bd76589296de284,coil_spring,suspension_steering_wheels,train,99,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0099_e3ac5ed10adfb10b.jpg,e3ac5ed10adfb10b3ecd06edb800bc3db1137b80f434d7b24bd76589296de284,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/039.jpg
v4_coil_spring_train_0100_7f8290a9d046eebc,sha256_7f8290a9d046eebc52a0a91616ac090f37697d6e5d8e940cc83dba57fe9e9bbe,coil_spring,suspension_steering_wheels,train,100,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0100_7f8290a9d046eebc.jpg,7f8290a9d046eebc52a0a91616ac090f37697d6e5d8e940cc83dba57fe9e9bbe,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/125.jpg
v4_coil_spring_train_0101_5abd227d931f0801,sha256_5abd227d931f08014925a6f851de28d2756e6f2b2c55e64ec80357181d61d393,coil_spring,suspension_steering_wheels,train,101,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0101_5abd227d931f0801.jpg,5abd227d931f08014925a6f851de28d2756e6f2b2c55e64ec80357181d61d393,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,test,car parts 50/test/COIL SPRING/5.jpg
v4_coil_spring_train_0102_51678b49c647013f,sha256_51678b49c647013f9017ec5f48f37de17d8a60aeb515591ebfd2cc252a484b13,coil_spring,suspension_steering_wheels,train,102,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0102_51678b49c647013f.jpg,51678b49c647013f9017ec5f48f37de17d8a60aeb515591ebfd2cc252a484b13,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/116.jpg
v4_coil_spring_train_0103_4cdf78ddcf5f5e2d,sha256_4cdf78ddcf5f5e2d8d165a354135ebf3d97408f057334df59d592bad00967e8e,coil_spring,suspension_steering_wheels,train,103,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0103_4cdf78ddcf5f5e2d.jpg,4cdf78ddcf5f5e2d8d165a354135ebf3d97408f057334df59d592bad00967e8e,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/020.jpg
v4_coil_spring_train_0104_d61947e55504934b,sha256_d61947e55504934b91f48ccdfc299275f37d87640d2e58a7e4f4ff61fe30c62b,coil_spring,suspension_steering_wheels,train,104,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0104_d61947e55504934b.jpg,d61947e55504934b91f48ccdfc299275f37d87640d2e58a7e4f4ff61fe30c62b,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/145.jpg
v4_coil_spring_train_0105_7b7838225155c472,sha256_7b7838225155c4727e90aa37327e4a87c3b5602d42d3e929f9888c0208ce8267,coil_spring,suspension_steering_wheels,train,105,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0105_7b7838225155c472.jpg,7b7838225155c4727e90aa37327e4a87c3b5602d42d3e929f9888c0208ce8267,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/134.jpg
v4_coil_spring_train_0106_9d6db20a6f3a112b,sha256_9d6db20a6f3a112baf9a025a3fb0acc3be4fcab0d362c1c2e747f29677af657f,coil_spring,suspension_steering_wheels,train,106,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0106_9d6db20a6f3a112b.jpg,9d6db20a6f3a112baf9a025a3fb0acc3be4fcab0d362c1c2e747f29677af657f,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/077.jpg
v4_coil_spring_train_0107_a15a220288ab2177,sha256_a15a220288ab2177e13b8d9d6c09489559c83117a0db6d5e20067bb821e9fee4,coil_spring,suspension_steering_wheels,train,107,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0107_a15a220288ab2177.jpg,a15a220288ab2177e13b8d9d6c09489559c83117a0db6d5e20067bb821e9fee4,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/119.jpg
v4_coil_spring_train_0108_95a2e42ac659780c,sha256_95a2e42ac659780cfa5542cf03a7b4dd99addd29f8bf0700cb458499be806c47,coil_spring,suspension_steering_wheels,train,108,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0108_95a2e42ac659780c.jpg,95a2e42ac659780cfa5542cf03a7b4dd99addd29f8bf0700cb458499be806c47,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/126.jpg
v4_coil_spring_train_0109_5523a000126e3f6d,sha256_5523a000126e3f6d5b8f9217328eeb5e77c436887f0641e2fe63350d37a2e8d5,coil_spring,suspension_steering_wheels,train,109,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0109_5523a000126e3f6d.jpg,5523a000126e3f6d5b8f9217328eeb5e77c436887f0641e2fe63350d37a2e8d5,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/079.jpg
v4_coil_spring_train_0110_fc23f7d25194854c,sha256_fc23f7d25194854ce98cbde803f9c37a017500fd48400f4d47e4151a387b1950,coil_spring,suspension_steering_wheels,train,110,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0110_fc23f7d25194854c.jpg,fc23f7d25194854ce98cbde803f9c37a017500fd48400f4d47e4151a387b1950,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/106.jpg
v4_coil_spring_train_0111_65b6fb18910daf3a,sha256_65b6fb18910daf3a69803c6b12d651124ad92ae7ff422d8e3ac5422aae626349,coil_spring,suspension_steering_wheels,train,111,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0111_65b6fb18910daf3a.jpg,65b6fb18910daf3a69803c6b12d651124ad92ae7ff422d8e3ac5422aae626349,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/135.jpg
v4_coil_spring_train_0112_fc18bd1443349fd7,sha256_fc18bd1443349fd7bfc318fb4e7a60a0b2aa2b4d0fef8c5e7824f1103dab8c76,coil_spring,suspension_steering_wheels,train,112,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0112_fc18bd1443349fd7.jpg,fc18bd1443349fd7bfc318fb4e7a60a0b2aa2b4d0fef8c5e7824f1103dab8c76,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/103.jpg
v4_coil_spring_train_0113_9ac9d8f04b6a4271,sha256_9ac9d8f04b6a42718a7ec9add1e86ebb6fbb90a4654cf6bdc31fb56439f2a64e,coil_spring,suspension_steering_wheels,train,113,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0113_9ac9d8f04b6a4271.jpg,9ac9d8f04b6a42718a7ec9add1e86ebb6fbb90a4654cf6bdc31fb56439f2a64e,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/083.jpg
v4_coil_spring_train_0114_07068ef904fc9317,sha256_07068ef904fc9317f5e373accdb5dab049832dede719791cc4546cc997695270,coil_spring,suspension_steering_wheels,train,114,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0114_07068ef904fc9317.jpg,07068ef904fc9317f5e373accdb5dab049832dede719791cc4546cc997695270,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/016.jpg
v4_coil_spring_train_0115_7939176f086bb12d,sha256_7939176f086bb12d037ccce7e793e5c0e177c351c263b0869f41765e4f5e807f,coil_spring,suspension_steering_wheels,train,115,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0115_7939176f086bb12d.jpg,7939176f086bb12d037ccce7e793e5c0e177c351c263b0869f41765e4f5e807f,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/141.jpg
v4_coil_spring_train_0116_d260eff540cc09fe,sha256_d260eff540cc09fe7cc55edf7c0c2a0e1c1192a33af39b5498459c2417270b0d,coil_spring,suspension_steering_wheels,train,116,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0116_d260eff540cc09fe.jpg,d260eff540cc09fe7cc55edf7c0c2a0e1c1192a33af39b5498459c2417270b0d,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/136.jpg
v4_coil_spring_train_0117_53135cb3c358232c,sha256_53135cb3c358232c7986b615d1242eee2855e4bcf8f4bd458cd121186221262c,coil_spring,suspension_steering_wheels,train,117,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0117_53135cb3c358232c.jpg,53135cb3c358232c7986b615d1242eee2855e4bcf8f4bd458cd121186221262c,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/089.jpg
v4_coil_spring_train_0118_fa7a3619a02e80d7,sha256_fa7a3619a02e80d7c5de9425993938999d0b14c3503e941761e79327597622a7,coil_spring,suspension_steering_wheels,train,118,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0118_fa7a3619a02e80d7.jpg,fa7a3619a02e80d7c5de9425993938999d0b14c3503e941761e79327597622a7,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/108.jpg
v4_coil_spring_train_0119_34fcf171481e9010,sha256_34fcf171481e901030b5ab62fe9494654d38514f1457f2d6ce3f6860760e85b4,coil_spring,suspension_steering_wheels,train,119,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0119_34fcf171481e9010.jpg,34fcf171481e901030b5ab62fe9494654d38514f1457f2d6ce3f6860760e85b4,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,valid,car parts 50/valid/COIL SPRING/2.jpg
v4_coil_spring_train_0120_11c14d0f19a0165e,sha256_11c14d0f19a0165e660d7a0c59d437a3ebd1863a453aa337752602525318d506,coil_spring,suspension_steering_wheels,train,120,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0120_11c14d0f19a0165e.jpg,11c14d0f19a0165e660d7a0c59d437a3ebd1863a453aa337752602525318d506,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/057.jpg
v4_coil_spring_train_0121_c41b93d7fd86819d,sha256_c41b93d7fd86819d0829697bc06bc0dedcef3c323c6acb2e7d3e51b57e72d019,coil_spring,suspension_steering_wheels,train,121,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0121_c41b93d7fd86819d.jpg,c41b93d7fd86819d0829697bc06bc0dedcef3c323c6acb2e7d3e51b57e72d019,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/143.jpg
v4_coil_spring_train_0122_840cf4ef2170528e,sha256_840cf4ef2170528e5b34d8c9c205a68f8b576f4bacbc04d8909ebba7ed21e8d5,coil_spring,suspension_steering_wheels,train,122,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0122_840cf4ef2170528e.jpg,840cf4ef2170528e5b34d8c9c205a68f8b576f4bacbc04d8909ebba7ed21e8d5,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/093.jpg
v4_coil_spring_train_0123_b813cb9743f1bc69,sha256_b813cb9743f1bc698947ba266d67fcb26ab47f9f98413a87f8b30f30c77b4c11,coil_spring,suspension_steering_wheels,train,123,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0123_b813cb9743f1bc69.jpg,b813cb9743f1bc698947ba266d67fcb26ab47f9f98413a87f8b30f30c77b4c11,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/041.jpg
v4_coil_spring_train_0124_3aeb3b0882ec25c1,sha256_3aeb3b0882ec25c1c4df51a719571ddaceb7d34c8db7a0827480876ad292066c,coil_spring,suspension_steering_wheels,train,124,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0124_3aeb3b0882ec25c1.jpg,3aeb3b0882ec25c1c4df51a719571ddaceb7d34c8db7a0827480876ad292066c,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/121.jpg
v4_coil_spring_train_0125_762c57959bb48f83,sha256_762c57959bb48f83803ea528478e09ca4f3cba2a3be52d975aead7a24e7d7cf1,coil_spring,suspension_steering_wheels,train,125,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0125_762c57959bb48f83.jpg,762c57959bb48f83803ea528478e09ca4f3cba2a3be52d975aead7a24e7d7cf1,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/155.jpg
v4_coil_spring_train_0126_119c1c0e414fbb3d,sha256_119c1c0e414fbb3d58f685525e712cd740527c36d3018100f2e8f4fab7e69616,coil_spring,suspension_steering_wheels,train,126,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0126_119c1c0e414fbb3d.jpg,119c1c0e414fbb3d58f685525e712cd740527c36d3018100f2e8f4fab7e69616,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/102.jpg
v4_coil_spring_train_0127_3f3610dd4c10692d,sha256_3f3610dd4c10692dc44437760c1c003d085003492925ff32a4dae9af14ee4ff6,coil_spring,suspension_steering_wheels,train,127,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0127_3f3610dd4c10692d.jpg,3f3610dd4c10692dc44437760c1c003d085003492925ff32a4dae9af14ee4ff6,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/013.jpg
v4_coil_spring_train_0128_a518720f1b2ad0f4,sha256_a518720f1b2ad0f49808cca982696769978e547f4a31ba863fbdc68a5b992d25,coil_spring,suspension_steering_wheels,train,128,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0128_a518720f1b2ad0f4.jpg,a518720f1b2ad0f49808cca982696769978e547f4a31ba863fbdc68a5b992d25,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/056.jpg
v4_coil_spring_train_0129_79afe9bb8f102af3,sha256_79afe9bb8f102af34dc45007aaac7246ba8b68d2c2ea2fc248add1be5c685480,coil_spring,suspension_steering_wheels,train,129,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0129_79afe9bb8f102af3.jpg,79afe9bb8f102af34dc45007aaac7246ba8b68d2c2ea2fc248add1be5c685480,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/137.jpg
v4_coil_spring_train_0130_89c4015212b275ad,sha256_89c4015212b275ad9bfd6fe010b67f2f38b41bcd1349f48e424e6125c17dfdbe,coil_spring,suspension_steering_wheels,train,130,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0130_89c4015212b275ad.jpg,89c4015212b275ad9bfd6fe010b67f2f38b41bcd1349f48e424e6125c17dfdbe,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/014.jpg
v4_coil_spring_train_0131_b15a182d39dff150,sha256_b15a182d39dff150c35ab5876e61363855ab956e119ae7075d0d658d7323e6d2,coil_spring,suspension_steering_wheels,train,131,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0131_b15a182d39dff150.jpg,b15a182d39dff150c35ab5876e61363855ab956e119ae7075d0d658d7323e6d2,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,valid,car parts 50/valid/COIL SPRING/1.jpg
v4_coil_spring_train_0132_7763c95c7e4d4e4f,sha256_7763c95c7e4d4e4f1ab83750a9472e3ec91e95ddb57ede3fbee3c55623d9a031,coil_spring,suspension_steering_wheels,train,132,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0132_7763c95c7e4d4e4f.jpg,7763c95c7e4d4e4f1ab83750a9472e3ec91e95ddb57ede3fbee3c55623d9a031,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/059.jpg
v4_coil_spring_train_0133_3c466e7994d91319,sha256_3c466e7994d91319c387c9a020a1c0737099c919be34b3e916f7c6cee3d6d86f,coil_spring,suspension_steering_wheels,train,133,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0133_3c466e7994d91319.jpg,3c466e7994d91319c387c9a020a1c0737099c919be34b3e916f7c6cee3d6d86f,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/015.jpg
v4_coil_spring_train_0134_9757c04207949187,sha256_9757c0420794918704285e775906b0fa69089d2e01dda7a4a4f8094192f48428,coil_spring,suspension_steering_wheels,train,134,data/images/dataset_v4/train/coil_spring/v4_coil_spring_train_0134_9757c04207949187.jpg,9757c0420794918704285e775906b0fa69089d2e01dda7a4a4f8094192f48428,224,224,RGB,gpiosenka_car_parts_50,COIL SPRING,train,car parts 50/train/COIL SPRING/100.jpg
