severity,part_category,left_split,right_split,left_image_id,right_image_id,left_source_original_split,right_source_original_split,left_source_archive_path,right_source_archive_path,left_image_path,right_image_path,phash_distance,dhash_distance
screen,radiator_hose,train,validation,v4_radiator_hose_train_0099_68904de5f09ba50c,v4_radiator_hose_validation_0053_6e5961270ea7c46b,train,train,car parts 50/train/RADIATOR HOSE/145.jpg,car parts 50/train/RADIATOR HOSE/065.jpg,data/images/dataset_v4/train/radiator_hose/v4_radiator_hose_train_0099_68904de5f09ba50c.jpg,data/images/dataset_v4/validation/radiator_hose/v4_radiator_hose_validation_0053_6e5961270ea7c46b.jpg,8,5
screen,spoiler,train,test,v4_spoiler_train_0102_3258837853c67098,v4_spoiler_test_0012_5f2bd2f4adf923f6,train,train,car parts 50/train/SPOILER/125.jpg,car parts 50/train/SPOILER/180.jpg,data/images/dataset_v4/train/spoiler/v4_spoiler_train_0102_3258837853c67098.jpg,data/locked_test/dataset_v4/images/spoiler/v4_spoiler_test_0012_5f2bd2f4adf923f6.jpg,8,5
screen,camshaft,train,test,v4_camshaft_train_0056_bc32e5e0dbb4a6fe,v4_camshaft_test_0017_71e21d34092af318,train,valid,car parts 50/train/CAMSHAFT/030.jpg,car parts 50/valid/CAMSHAFT/3.jpg,data/images/dataset_v4/train/camshaft/v4_camshaft_train_0056_bc32e5e0dbb4a6fe.jpg,data/locked_test/dataset_v4/images/camshaft/v4_camshaft_test_0017_71e21d34092af318.jpg,8,6
screen,engine_block,train,test,v4_engine_block_train_0104_4decf3a452e123b5,v4_engine_block_test_0019_7c823db47b5447c9,train,train,car parts 50/train/ENGINE BLOCK/141.jpg,car parts 50/train/ENGINE BLOCK/062.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0104_4decf3a452e123b5.jpg,data/locked_test/dataset_v4/images/engine_block/v4_engine_block_test_0019_7c823db47b5447c9.jpg,8,6
screen,engine_block,train,test,v4_engine_block_train_0155_51aa53c6b11b14f9,v4_engine_block_test_0005_bca73213686c4cde,train,train,car parts 50/train/ENGINE BLOCK/057.jpg,car parts 50/train/ENGINE BLOCK/129.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0155_51aa53c6b11b14f9.jpg,data/locked_test/dataset_v4/images/engine_block/v4_engine_block_test_0005_bca73213686c4cde.jpg,8,6
screen,piston,train,validation,v4_piston_train_0077_df94705219f600b5,v4_piston_validation_0023_75ab1a4a310f411e,train,train,car parts 50/train/PISTON/110.jpg,car parts 50/train/PISTON/027.jpg,data/images/dataset_v4/train/piston/v4_piston_train_0077_df94705219f600b5.jpg,data/images/dataset_v4/validation/piston/v4_piston_validation_0023_75ab1a4a310f411e.jpg,8,6
screen,vacuum_brake_booster,train,test,v4_vacuum_brake_booster_train_0106_a321f15242cd7e4b,v4_vacuum_brake_booster_test_0005_b47f9c555c8fe043,train,train,car parts 50/train/VACUUM BRAKE BOOSTER/159.jpg,car parts 50/train/VACUUM BRAKE BOOSTER/097.jpg,data/images/dataset_v4/train/vacuum_brake_booster/v4_vacuum_brake_booster_train_0106_a321f15242cd7e4b.jpg,data/locked_test/dataset_v4/images/vacuum_brake_booster/v4_vacuum_brake_booster_test_0005_b47f9c555c8fe043.jpg,8,6
screen,valve_lifter,train,validation,v4_valve_lifter_train_0110_23fb8e90da5d1034,v4_valve_lifter_validation_0049_da8d68851b7e05fb,train,valid,car parts 50/train/VALVE LIFTER/065.jpg,car parts 50/valid/VALVE LIFTER/4.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0110_23fb8e90da5d1034.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0049_da8d68851b7e05fb.jpg,8,6
screen,window_regulator,validation,test,v4_window_regulator_validation_0036_83a27f83b31d2ed2,v4_window_regulator_test_0010_bea646cbb55a480e,train,train,car parts 50/train/WINDOW REGULATOR/115.jpg,car parts 50/train/WINDOW REGULATOR/072.jpg,data/images/dataset_v4/validation/window_regulator/v4_window_regulator_validation_0036_83a27f83b31d2ed2.jpg,data/locked_test/dataset_v4/images/window_regulator/v4_window_regulator_test_0010_bea646cbb55a480e.jpg,8,6
screen,camshaft,train,test,v4_camshaft_train_0108_3a82854adf829c0d,v4_camshaft_test_0010_450ce96a6bf0bf01,train,train,car parts 50/train/CAMSHAFT/023.jpg,car parts 50/train/CAMSHAFT/012.jpg,data/images/dataset_v4/train/camshaft/v4_camshaft_train_0108_3a82854adf829c0d.jpg,data/locked_test/dataset_v4/images/camshaft/v4_camshaft_test_0010_450ce96a6bf0bf01.jpg,8,7
screen,oil_pressure_sensor,train,test,v4_oil_pressure_sensor_train_0073_099bf1d347265183,v4_oil_pressure_sensor_test_0025_4961c2d432f85f0b,train,train,car parts 50/train/OIL PRESSURE SENSOR/038.jpg,car parts 50/train/OIL PRESSURE SENSOR/034.jpg,data/images/dataset_v4/train/oil_pressure_sensor/v4_oil_pressure_sensor_train_0073_099bf1d347265183.jpg,data/locked_test/dataset_v4/images/oil_pressure_sensor/v4_oil_pressure_sensor_test_0025_4961c2d432f85f0b.jpg,8,7
screen,radiator_hose,train,test,v4_radiator_hose_train_0100_96c7f4bfa7096b0c,v4_radiator_hose_test_0021_3bb92fa1d4bcf030,train,train,car parts 50/train/RADIATOR HOSE/049.jpg,car parts 50/train/RADIATOR HOSE/057.jpg,data/images/dataset_v4/train/radiator_hose/v4_radiator_hose_train_0100_96c7f4bfa7096b0c.jpg,data/locked_test/dataset_v4/images/radiator_hose/v4_radiator_hose_test_0021_3bb92fa1d4bcf030.jpg,8,7
screen,spoiler,validation,test,v4_spoiler_validation_0047_5f788e4647feff4b,v4_spoiler_test_0004_f2446851c86bd8f6,train,train,car parts 50/train/SPOILER/032.jpg,car parts 50/train/SPOILER/037.jpg,data/images/dataset_v4/validation/spoiler/v4_spoiler_validation_0047_5f788e4647feff4b.jpg,data/locked_test/dataset_v4/images/spoiler/v4_spoiler_test_0004_f2446851c86bd8f6.jpg,8,7
screen,taillight,train,validation,v4_taillight_train_0146_c8c6f97266875e42,v4_taillight_validation_0049_344628d80839d8a7,train,test,car parts 50/train/TAILLIGHTS/086.jpg,car parts 50/test/TAILLIGHTS/1.jpg,data/images/dataset_v4/train/taillight/v4_taillight_train_0146_c8c6f97266875e42.jpg,data/images/dataset_v4/validation/taillight/v4_taillight_validation_0049_344628d80839d8a7.jpg,8,7
screen,transmission,train,test,v4_transmission_train_0159_aae408028982fece,v4_transmission_test_0026_ea90b675f3ca803d,train,train,car parts 50/train/TRANSMISSION/116.jpg,car parts 50/train/TRANSMISSION/002.jpg,data/images/dataset_v4/train/transmission/v4_transmission_train_0159_aae408028982fece.jpg,data/locked_test/dataset_v4/images/transmission/v4_transmission_test_0026_ea90b675f3ca803d.jpg,8,7
screen,alternator,train,validation,v4_alternator_train_0085_9ab58f1cabcc01bf,v4_alternator_validation_0052_95fe0087ab2756dd,train,train,car parts 50/train/ALTERNATOR/130.jpg,car parts 50/train/ALTERNATOR/076.jpg,data/images/dataset_v4/train/alternator/v4_alternator_train_0085_9ab58f1cabcc01bf.jpg,data/images/dataset_v4/validation/alternator/v4_alternator_validation_0052_95fe0087ab2756dd.jpg,8,8
screen,camshaft,train,test,v4_camshaft_train_0101_edc9b493a6582d27,v4_camshaft_test_0017_71e21d34092af318,train,valid,car parts 50/train/CAMSHAFT/026.jpg,car parts 50/valid/CAMSHAFT/3.jpg,data/images/dataset_v4/train/camshaft/v4_camshaft_train_0101_edc9b493a6582d27.jpg,data/locked_test/dataset_v4/images/camshaft/v4_camshaft_test_0017_71e21d34092af318.jpg,8,8
screen,engine_block,train,validation,v4_engine_block_train_0066_3b1d1d435b0c6e71,v4_engine_block_validation_0036_23eb42435cfcaa2c,test,train,car parts 50/test/ENGINE BLOCK/2.jpg,car parts 50/train/ENGINE BLOCK/134.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0066_3b1d1d435b0c6e71.jpg,data/images/dataset_v4/validation/engine_block/v4_engine_block_validation_0036_23eb42435cfcaa2c.jpg,8,8
screen,overflow_tank,train,validation,v4_overflow_tank_train_0197_9f4dfc101bf91f80,v4_overflow_tank_validation_0056_47be55ab9082cac1,train,train,car parts 50/train/OVERFLOW TANK/042.jpg,car parts 50/train/OVERFLOW TANK/184.jpg,data/images/dataset_v4/train/overflow_tank/v4_overflow_tank_train_0197_9f4dfc101bf91f80.jpg,data/images/dataset_v4/validation/overflow_tank/v4_overflow_tank_validation_0056_47be55ab9082cac1.jpg,8,8
screen,spoiler,train,test,v4_spoiler_train_0154_2fc10cba01f0ace0,v4_spoiler_test_0012_5f2bd2f4adf923f6,train,train,car parts 50/train/SPOILER/128.jpg,car parts 50/train/SPOILER/180.jpg,data/images/dataset_v4/train/spoiler/v4_spoiler_train_0154_2fc10cba01f0ace0.jpg,data/locked_test/dataset_v4/images/spoiler/v4_spoiler_test_0012_5f2bd2f4adf923f6.jpg,8,8
screen,torque_converter,train,validation,v4_torque_converter_train_0133_bd153eb1b6b58714,v4_torque_converter_validation_0047_4d8ba63c6790e1c3,train,train,car parts 50/train/TORQUE CONVERTER/109.jpg,car parts 50/train/TORQUE CONVERTER/088.jpg,data/images/dataset_v4/train/torque_converter/v4_torque_converter_train_0133_bd153eb1b6b58714.jpg,data/images/dataset_v4/validation/torque_converter/v4_torque_converter_validation_0047_4d8ba63c6790e1c3.jpg,8,8
screen,brake_pad,train,test,v4_brake_pad_train_0165_30462f2dc0bf9fcb,v4_brake_pad_test_0028_aac5c242e849cfe6,train,test,car parts 50/train/BRAKE PAD/086.jpg,car parts 50/test/BRAKE PAD/3.jpg,data/images/dataset_v4/train/brake_pad/v4_brake_pad_train_0165_30462f2dc0bf9fcb.jpg,data/locked_test/dataset_v4/images/brake_pad/v4_brake_pad_test_0028_aac5c242e849cfe6.jpg,8,9
screen,camshaft,train,test,v4_camshaft_train_0097_677291c977e62b24,v4_camshaft_test_0017_71e21d34092af318,train,valid,car parts 50/train/CAMSHAFT/052.jpg,car parts 50/valid/CAMSHAFT/3.jpg,data/images/dataset_v4/train/camshaft/v4_camshaft_train_0097_677291c977e62b24.jpg,data/locked_test/dataset_v4/images/camshaft/v4_camshaft_test_0017_71e21d34092af318.jpg,8,9
screen,cylinder_head,train,validation,v4_cylinder_head_train_0169_6d0399cbb29b9b51,v4_cylinder_head_validation_0035_49ac1d22383f4b9f,train,train,car parts 50/train/CYLINDER HEAD/040.jpg,car parts 50/train/CYLINDER HEAD/053.jpg,data/images/dataset_v4/train/cylinder_head/v4_cylinder_head_train_0169_6d0399cbb29b9b51.jpg,data/images/dataset_v4/validation/cylinder_head/v4_cylinder_head_validation_0035_49ac1d22383f4b9f.jpg,8,9
screen,engine_valve,train,validation,v4_engine_valve_train_0072_b80a548f76111e4e,v4_engine_valve_validation_0028_0de2bca095895dac,test,test,car parts 50/test/ENGINE VALVE/4.jpg,car parts 50/test/ENGINE VALVE/2.jpg,data/images/dataset_v4/train/engine_valve/v4_engine_valve_train_0072_b80a548f76111e4e.jpg,data/images/dataset_v4/validation/engine_valve/v4_engine_valve_validation_0028_0de2bca095895dac.jpg,8,9
screen,spark_plug,train,test,v4_spark_plug_train_0072_482be286ec911c27,v4_spark_plug_test_0024_41a9a05c20fa7c20,train,train,car parts 50/train/SPARK PLUG/004.jpg,car parts 50/train/SPARK PLUG/005.jpg,data/images/dataset_v4/train/spark_plug/v4_spark_plug_train_0072_482be286ec911c27.jpg,data/locked_test/dataset_v4/images/spark_plug/v4_spark_plug_test_0024_41a9a05c20fa7c20.jpg,8,9
screen,valve_lifter,train,validation,v4_valve_lifter_train_0109_8aad29eb2795e74e,v4_valve_lifter_validation_0055_76593fe1a32a97d2,train,train,car parts 50/train/VALVE LIFTER/056.jpg,car parts 50/train/VALVE LIFTER/052.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0109_8aad29eb2795e74e.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0055_76593fe1a32a97d2.jpg,8,9
screen,rim,train,validation,v4_rim_train_0185_49d4e0623182d519,v4_rim_validation_0054_8fc17b91cd1eb0b6,train,train,car parts 50/train/RIM/080.jpg,car parts 50/train/RIM/087.jpg,data/images/dataset_v4/train/rim/v4_rim_train_0185_49d4e0623182d519.jpg,data/images/dataset_v4/validation/rim/v4_rim_validation_0054_8fc17b91cd1eb0b6.jpg,8,10
screen,valve_lifter,train,validation,v4_valve_lifter_train_0083_faf4acf6094afb40,v4_valve_lifter_validation_0055_76593fe1a32a97d2,train,train,car parts 50/train/VALVE LIFTER/140.jpg,car parts 50/train/VALVE LIFTER/052.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0083_faf4acf6094afb40.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0055_76593fe1a32a97d2.jpg,8,10
screen,valve_lifter,train,validation,v4_valve_lifter_train_0109_8aad29eb2795e74e,v4_valve_lifter_validation_0036_eda5bcbdb17b4513,train,valid,car parts 50/train/VALVE LIFTER/056.jpg,car parts 50/valid/VALVE LIFTER/3.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0109_8aad29eb2795e74e.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0036_eda5bcbdb17b4513.jpg,8,10
