sample_id,image_id,part_category,text_category,label,prediction
v4_leaf_spring_test_0004_29bba8f26a23b119_partial_match_01,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_partial_match_01,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0003_99814a47deae3c7d_partial_match_01,v4_leaf_spring_test_0003_99814a47deae3c7d,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0009_00d85ce0dfbc238a_partial_match_02,v4_leaf_spring_test_0009_00d85ce0dfbc238a,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_partial_match_02,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_partial_match_02,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0003_99814a47deae3c7d_partial_match_02,v4_leaf_spring_test_0003_99814a47deae3c7d,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0009_00d85ce0dfbc238a_partial_match_03,v4_leaf_spring_test_0009_00d85ce0dfbc238a,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_partial_match_03,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_partial_match_03,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0003_99814a47deae3c7d_partial_match_03,v4_leaf_spring_test_0003_99814a47deae3c7d,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0009_00d85ce0dfbc238a_partial_match_04,v4_leaf_spring_test_0009_00d85ce0dfbc238a,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_partial_match_04,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_partial_match_04,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,lower_control_arm,PARTIAL_MATCH,MATCH
v4_rim_test_0026_8bfa0784adfae7ce_partial_match_01,v4_rim_test_0026_8bfa0784adfae7ce,rim,coil_spring,PARTIAL_MATCH,MISMATCH
v4_rim_test_0026_8bfa0784adfae7ce_partial_match_02,v4_rim_test_0026_8bfa0784adfae7ce,rim,coil_spring,PARTIAL_MATCH,MISMATCH
v4_starter_test_0022_7d9f9348706d220e_partial_match_01,v4_starter_test_0022_7d9f9348706d220e,starter,alternator,PARTIAL_MATCH,MISMATCH
v4_starter_test_0009_cd1439f2e5aaa666_partial_match_01,v4_starter_test_0009_cd1439f2e5aaa666,starter,alternator,PARTIAL_MATCH,MISMATCH
v4_starter_test_0022_7d9f9348706d220e_partial_match_02,v4_starter_test_0022_7d9f9348706d220e,starter,alternator,PARTIAL_MATCH,MISMATCH
v4_starter_test_0009_cd1439f2e5aaa666_partial_match_02,v4_starter_test_0009_cd1439f2e5aaa666,starter,alternator,PARTIAL_MATCH,MISMATCH
v4_brake_caliper_test_0003_c3d02a37d7daf2a5_partial_match_01,v4_brake_caliper_test_0003_c3d02a37d7daf2a5,brake_caliper,brake_pad,PARTIAL_MATCH,MATCH
v4_brake_caliper_test_0003_c3d02a37d7daf2a5_partial_match_02,v4_brake_caliper_test_0003_c3d02a37d7daf2a5,brake_caliper,brake_pad,PARTIAL_MATCH,MATCH
v4_brake_rotor_test_0006_f7b48bab65190bfb_partial_match_01,v4_brake_rotor_test_0006_f7b48bab65190bfb,brake_rotor,vacuum_brake_booster,PARTIAL_MATCH,MISMATCH
v4_brake_rotor_test_0006_f7b48bab65190bfb_partial_match_02,v4_brake_rotor_test_0006_f7b48bab65190bfb,brake_rotor,vacuum_brake_booster,PARTIAL_MATCH,MISMATCH
v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a_partial_match_01,v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0001_62140ecab914aa95_partial_match_01,v4_vacuum_brake_booster_test_0001_62140ecab914aa95,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0002_77d5251cb43ddd4e_partial_match_01,v4_vacuum_brake_booster_test_0002_77d5251cb43ddd4e,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0019_ca064de1632d584e_partial_match_01,v4_vacuum_brake_booster_test_0019_ca064de1632d584e,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a_partial_match_02,v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0001_62140ecab914aa95_partial_match_02,v4_vacuum_brake_booster_test_0001_62140ecab914aa95,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0002_77d5251cb43ddd4e_partial_match_02,v4_vacuum_brake_booster_test_0002_77d5251cb43ddd4e,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_vacuum_brake_booster_test_0019_ca064de1632d584e_partial_match_02,v4_vacuum_brake_booster_test_0019_ca064de1632d584e,vacuum_brake_booster,brake_caliper,PARTIAL_MATCH,MATCH
v4_transmission_test_0009_25bf35275d107bd1_partial_match_01,v4_transmission_test_0009_25bf35275d107bd1,transmission,clutch_plate,PARTIAL_MATCH,MISMATCH
v4_transmission_test_0018_b66d8d63aee9e285_partial_match_01,v4_transmission_test_0018_b66d8d63aee9e285,transmission,clutch_plate,PARTIAL_MATCH,MATCH
v4_transmission_test_0009_25bf35275d107bd1_partial_match_02,v4_transmission_test_0009_25bf35275d107bd1,transmission,clutch_plate,PARTIAL_MATCH,MISMATCH
v4_transmission_test_0018_b66d8d63aee9e285_partial_match_02,v4_transmission_test_0018_b66d8d63aee9e285,transmission,clutch_plate,PARTIAL_MATCH,MATCH
v4_transmission_test_0009_25bf35275d107bd1_partial_match_03,v4_transmission_test_0009_25bf35275d107bd1,transmission,clutch_plate,PARTIAL_MATCH,MISMATCH
v4_gas_cap_test_0029_addfd2cf2d268b52_partial_match_01,v4_gas_cap_test_0029_addfd2cf2d268b52,gas_cap,side_mirror,PARTIAL_MATCH,MATCH
v4_gas_cap_test_0022_b4c77a3293af0625_partial_match_01,v4_gas_cap_test_0022_b4c77a3293af0625,gas_cap,side_mirror,PARTIAL_MATCH,MATCH
v4_gas_cap_test_0006_b517b2aba67c7d3a_partial_match_01,v4_gas_cap_test_0006_b517b2aba67c7d3a,gas_cap,side_mirror,PARTIAL_MATCH,MISMATCH
v4_gas_cap_test_0029_addfd2cf2d268b52_partial_match_02,v4_gas_cap_test_0029_addfd2cf2d268b52,gas_cap,side_mirror,PARTIAL_MATCH,MATCH
v4_gas_cap_test_0022_b4c77a3293af0625_partial_match_02,v4_gas_cap_test_0022_b4c77a3293af0625,gas_cap,side_mirror,PARTIAL_MATCH,MATCH
v4_gas_cap_test_0006_b517b2aba67c7d3a_partial_match_02,v4_gas_cap_test_0006_b517b2aba67c7d3a,gas_cap,side_mirror,PARTIAL_MATCH,MISMATCH
v4_side_mirror_test_0013_19c5c5d27af48784_partial_match_01,v4_side_mirror_test_0013_19c5c5d27af48784,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0008_34ccf9a7b90b46ca_partial_match_01,v4_side_mirror_test_0008_34ccf9a7b90b46ca,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0003_6aa090d971cc57e8_partial_match_01,v4_side_mirror_test_0003_6aa090d971cc57e8,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0004_74dfca6cb161da05_partial_match_01,v4_side_mirror_test_0004_74dfca6cb161da05,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0010_95666a5218813d88_partial_match_01,v4_side_mirror_test_0010_95666a5218813d88,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0018_b5724b46e212886d_partial_match_01,v4_side_mirror_test_0018_b5724b46e212886d,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0013_19c5c5d27af48784_partial_match_02,v4_side_mirror_test_0013_19c5c5d27af48784,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0008_34ccf9a7b90b46ca_partial_match_02,v4_side_mirror_test_0008_34ccf9a7b90b46ca,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0003_6aa090d971cc57e8_partial_match_02,v4_side_mirror_test_0003_6aa090d971cc57e8,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0004_74dfca6cb161da05_partial_match_02,v4_side_mirror_test_0004_74dfca6cb161da05,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_side_mirror_test_0010_95666a5218813d88_partial_match_02,v4_side_mirror_test_0010_95666a5218813d88,side_mirror,spoiler,PARTIAL_MATCH,MATCH
v4_oil_pressure_sensor_test_0006_0b69430c9679e9e2_partial_match_01,v4_oil_pressure_sensor_test_0006_0b69430c9679e9e2,oil_pressure_sensor,oil_filter,PARTIAL_MATCH,MATCH
v4_oil_pressure_sensor_test_0006_0b69430c9679e9e2_partial_match_02,v4_oil_pressure_sensor_test_0006_0b69430c9679e9e2,oil_pressure_sensor,oil_filter,PARTIAL_MATCH,MATCH
v4_shift_knob_test_0027_93670ce0a52219c2_partial_match_01,v4_shift_knob_test_0027_93670ce0a52219c2,shift_knob,instrument_cluster,PARTIAL_MATCH,MATCH
v4_shift_knob_test_0008_bb03d9fbb1632395_partial_match_01,v4_shift_knob_test_0008_bb03d9fbb1632395,shift_knob,instrument_cluster,PARTIAL_MATCH,MISMATCH
v4_shift_knob_test_0027_93670ce0a52219c2_partial_match_02,v4_shift_knob_test_0027_93670ce0a52219c2,shift_knob,instrument_cluster,PARTIAL_MATCH,MATCH
v4_shift_knob_test_0008_bb03d9fbb1632395_partial_match_02,v4_shift_knob_test_0008_bb03d9fbb1632395,shift_knob,instrument_cluster,PARTIAL_MATCH,MISMATCH
v4_muffler_test_0002_09acce48324ef3e2_partial_match_01,v4_muffler_test_0002_09acce48324ef3e2,muffler,oxygen_sensor,PARTIAL_MATCH,MISMATCH
v4_muffler_test_0002_09acce48324ef3e2_partial_match_02,v4_muffler_test_0002_09acce48324ef3e2,muffler,oxygen_sensor,PARTIAL_MATCH,MISMATCH
v4_muffler_test_0002_09acce48324ef3e2_partial_match_03,v4_muffler_test_0002_09acce48324ef3e2,muffler,oxygen_sensor,PARTIAL_MATCH,MISMATCH
v4_oxygen_sensor_test_0022_2d9775ab2b8d35a4_partial_match_01,v4_oxygen_sensor_test_0022_2d9775ab2b8d35a4,oxygen_sensor,muffler,PARTIAL_MATCH,MATCH
v4_oxygen_sensor_test_0029_5100e3d3eba7aea1_partial_match_01,v4_oxygen_sensor_test_0029_5100e3d3eba7aea1,oxygen_sensor,muffler,PARTIAL_MATCH,MISMATCH
v4_oxygen_sensor_test_0027_df9cb5ae34907a2d_partial_match_01,v4_oxygen_sensor_test_0027_df9cb5ae34907a2d,oxygen_sensor,muffler,PARTIAL_MATCH,MATCH
v4_oxygen_sensor_test_0022_2d9775ab2b8d35a4_partial_match_02,v4_oxygen_sensor_test_0022_2d9775ab2b8d35a4,oxygen_sensor,muffler,PARTIAL_MATCH,MATCH
v4_oxygen_sensor_test_0029_5100e3d3eba7aea1_partial_match_02,v4_oxygen_sensor_test_0029_5100e3d3eba7aea1,oxygen_sensor,muffler,PARTIAL_MATCH,MISMATCH
v4_oxygen_sensor_test_0027_df9cb5ae34907a2d_partial_match_02,v4_oxygen_sensor_test_0027_df9cb5ae34907a2d,oxygen_sensor,muffler,PARTIAL_MATCH,MATCH
v4_taillight_test_0006_2bd58477e4578ad3_partial_match_01,v4_taillight_test_0006_2bd58477e4578ad3,taillight,headlight,PARTIAL_MATCH,MATCH
v4_taillight_test_0007_88c58ce25e33abaa_partial_match_01,v4_taillight_test_0007_88c58ce25e33abaa,taillight,headlight,PARTIAL_MATCH,MATCH
v4_taillight_test_0006_2bd58477e4578ad3_partial_match_02,v4_taillight_test_0006_2bd58477e4578ad3,taillight,headlight,PARTIAL_MATCH,MATCH
v4_taillight_test_0007_88c58ce25e33abaa_partial_match_02,v4_taillight_test_0007_88c58ce25e33abaa,taillight,headlight,PARTIAL_MATCH,MATCH
v4_water_pump_test_0020_24f41fe79a4b3eae_mismatch_01,v4_water_pump_test_0020_24f41fe79a4b3eae,water_pump,valve_lifter,MISMATCH,MATCH
v4_water_pump_test_0020_24f41fe79a4b3eae_mismatch_02,v4_water_pump_test_0020_24f41fe79a4b3eae,water_pump,valve_lifter,MISMATCH,MATCH
v4_camshaft_test_0006_7cbcd712700e92d6_mismatch_01,v4_camshaft_test_0006_7cbcd712700e92d6,camshaft,carburetor,MISMATCH,PARTIAL_MATCH
v4_camshaft_test_0006_7cbcd712700e92d6_mismatch_02,v4_camshaft_test_0006_7cbcd712700e92d6,camshaft,carburetor,MISMATCH,PARTIAL_MATCH
v4_crankshaft_test_0026_12f2f9d6f28439cf_mismatch_02,v4_crankshaft_test_0026_12f2f9d6f28439cf,crankshaft,distributor,MISMATCH,MATCH
v4_crankshaft_test_0026_12f2f9d6f28439cf_mismatch_03,v4_crankshaft_test_0026_12f2f9d6f28439cf,crankshaft,distributor,MISMATCH,MATCH
v4_engine_valve_test_0024_1ffe74fdb354ba47_mismatch_01,v4_engine_valve_test_0024_1ffe74fdb354ba47,engine_valve,ignition_coil,MISMATCH,MATCH
v4_piston_test_0003_041cc1654e5b5838_mismatch_01,v4_piston_test_0003_041cc1654e5b5838,piston,spark_plug,MISMATCH,PARTIAL_MATCH
v4_piston_test_0002_ff4362d5345198ea_mismatch_01,v4_piston_test_0002_ff4362d5345198ea,piston,spark_plug,MISMATCH,MATCH
v4_piston_test_0003_041cc1654e5b5838_mismatch_02,v4_piston_test_0003_041cc1654e5b5838,piston,spark_plug,MISMATCH,PARTIAL_MATCH
v4_ignition_coil_test_0009_1b1ab03ce6c28ef2_mismatch_01,v4_ignition_coil_test_0009_1b1ab03ce6c28ef2,ignition_coil,rim,MISMATCH,PARTIAL_MATCH
v4_ignition_coil_test_0029_40ad9410be584839_mismatch_01,v4_ignition_coil_test_0029_40ad9410be584839,ignition_coil,rim,MISMATCH,PARTIAL_MATCH
v4_ignition_coil_test_0007_6e49c372c65d9193_mismatch_01,v4_ignition_coil_test_0007_6e49c372c65d9193,ignition_coil,rim,MISMATCH,PARTIAL_MATCH
v4_ignition_coil_test_0028_68a8262028508e4f_mismatch_02,v4_ignition_coil_test_0028_68a8262028508e4f,ignition_coil,alternator,MISMATCH,PARTIAL_MATCH
v4_ignition_coil_test_0007_6e49c372c65d9193_mismatch_02,v4_ignition_coil_test_0007_6e49c372c65d9193,ignition_coil,alternator,MISMATCH,PARTIAL_MATCH
v4_ignition_coil_test_0025_84a3b0d1339040b7_mismatch_02,v4_ignition_coil_test_0025_84a3b0d1339040b7,ignition_coil,alternator,MISMATCH,PARTIAL_MATCH
v4_leaf_spring_test_0009_00d85ce0dfbc238a_mismatch_01,v4_leaf_spring_test_0009_00d85ce0dfbc238a,leaf_spring,starter,MISMATCH,PARTIAL_MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_mismatch_01,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,starter,MISMATCH,MATCH
v4_leaf_spring_test_0014_b1fe475999e29327_mismatch_01,v4_leaf_spring_test_0014_b1fe475999e29327,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_mismatch_02,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_mismatch_02,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0014_b1fe475999e29327_mismatch_02,v4_leaf_spring_test_0014_b1fe475999e29327,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_mismatch_03,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_mismatch_03,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0014_b1fe475999e29327_mismatch_03,v4_leaf_spring_test_0014_b1fe475999e29327,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0004_29bba8f26a23b119_mismatch_04,v4_leaf_spring_test_0004_29bba8f26a23b119,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_leaf_spring_test_0018_5c622933f857c719_mismatch_04,v4_leaf_spring_test_0018_5c622933f857c719,leaf_spring,brake_caliper,MISMATCH,MATCH
v4_lower_control_arm_test_0015_928552578d0fe33b_mismatch_01,v4_lower_control_arm_test_0015_928552578d0fe33b,lower_control_arm,brake_pad,MISMATCH,MATCH
v4_lower_control_arm_test_0018_fb4d8b5b3050d97e_mismatch_01,v4_lower_control_arm_test_0018_fb4d8b5b3050d97e,lower_control_arm,brake_pad,MISMATCH,PARTIAL_MATCH
v4_lower_control_arm_test_0022_0f31f846b07df039_mismatch_02,v4_lower_control_arm_test_0022_0f31f846b07df039,lower_control_arm,brake_pad,MISMATCH,MATCH
v4_lower_control_arm_test_0002_65cc03a6fafa74d6_mismatch_02,v4_lower_control_arm_test_0002_65cc03a6fafa74d6,lower_control_arm,brake_pad,MISMATCH,MATCH
v4_lower_control_arm_test_0015_928552578d0fe33b_mismatch_02,v4_lower_control_arm_test_0015_928552578d0fe33b,lower_control_arm,brake_pad,MISMATCH,MATCH
v4_lower_control_arm_test_0018_fb4d8b5b3050d97e_mismatch_02,v4_lower_control_arm_test_0018_fb4d8b5b3050d97e,lower_control_arm,brake_pad,MISMATCH,PARTIAL_MATCH
v4_lower_control_arm_test_0022_0f31f846b07df039_mismatch_03,v4_lower_control_arm_test_0022_0f31f846b07df039,lower_control_arm,brake_pad,MISMATCH,MATCH
v4_rim_test_0027_08a572c7e3a0cdb5_mismatch_01,v4_rim_test_0027_08a572c7e3a0cdb5,rim,brake_pad,MISMATCH,PARTIAL_MATCH
v4_rim_test_0026_8bfa0784adfae7ce_mismatch_01,v4_rim_test_0026_8bfa0784adfae7ce,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0012_8ff01db24d44a4ac_mismatch_01,v4_rim_test_0012_8ff01db24d44a4ac,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0014_b81de121487e4127_mismatch_01,v4_rim_test_0014_b81de121487e4127,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0020_fd5477b9d11532cb_mismatch_01,v4_rim_test_0020_fd5477b9d11532cb,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0027_08a572c7e3a0cdb5_mismatch_02,v4_rim_test_0027_08a572c7e3a0cdb5,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0006_151c8590cccdea6d_mismatch_02,v4_rim_test_0006_151c8590cccdea6d,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0026_8bfa0784adfae7ce_mismatch_02,v4_rim_test_0026_8bfa0784adfae7ce,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0012_8ff01db24d44a4ac_mismatch_02,v4_rim_test_0012_8ff01db24d44a4ac,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0014_b81de121487e4127_mismatch_02,v4_rim_test_0014_b81de121487e4127,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0020_fd5477b9d11532cb_mismatch_02,v4_rim_test_0020_fd5477b9d11532cb,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0027_08a572c7e3a0cdb5_mismatch_03,v4_rim_test_0027_08a572c7e3a0cdb5,rim,brake_rotor,MISMATCH,MATCH
v4_rim_test_0006_151c8590cccdea6d_mismatch_03,v4_rim_test_0006_151c8590cccdea6d,rim,brake_rotor,MISMATCH,MATCH
v4_alternator_test_0001_002df20271d4f76b_mismatch_01,v4_alternator_test_0001_002df20271d4f76b,alternator,brake_rotor,MISMATCH,MATCH
v4_alternator_test_0014_3ea813f1cdaf472f_mismatch_01,v4_alternator_test_0014_3ea813f1cdaf472f,alternator,brake_rotor,MISMATCH,MATCH
v4_alternator_test_0008_3eedbe23606c458a_mismatch_01,v4_alternator_test_0008_3eedbe23606c458a,alternator,brake_rotor,MISMATCH,MATCH
v4_alternator_test_0021_45b42e0449ce34a6_mismatch_01,v4_alternator_test_0021_45b42e0449ce34a6,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0018_6fc2b3087fbeb197_mismatch_01,v4_alternator_test_0018_6fc2b3087fbeb197,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0004_90e7591cbf64678d_mismatch_01,v4_alternator_test_0004_90e7591cbf64678d,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0022_a96cc71221cf024f_mismatch_01,v4_alternator_test_0022_a96cc71221cf024f,alternator,vacuum_brake_booster,MISMATCH,PARTIAL_MATCH
v4_alternator_test_0005_aad76fe8488ecc09_mismatch_01,v4_alternator_test_0005_aad76fe8488ecc09,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0026_d24f9c3e9d7864db_mismatch_01,v4_alternator_test_0026_d24f9c3e9d7864db,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0017_029a26ad6ec8d998_mismatch_02,v4_alternator_test_0017_029a26ad6ec8d998,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0021_45b42e0449ce34a6_mismatch_02,v4_alternator_test_0021_45b42e0449ce34a6,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0018_6fc2b3087fbeb197_mismatch_02,v4_alternator_test_0018_6fc2b3087fbeb197,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0004_90e7591cbf64678d_mismatch_02,v4_alternator_test_0004_90e7591cbf64678d,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0022_a96cc71221cf024f_mismatch_02,v4_alternator_test_0022_a96cc71221cf024f,alternator,vacuum_brake_booster,MISMATCH,PARTIAL_MATCH
v4_alternator_test_0005_aad76fe8488ecc09_mismatch_02,v4_alternator_test_0005_aad76fe8488ecc09,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_alternator_test_0026_d24f9c3e9d7864db_mismatch_02,v4_alternator_test_0026_d24f9c3e9d7864db,alternator,vacuum_brake_booster,MISMATCH,MATCH
v4_starter_test_0031_06826bb06b055d9f_mismatch_01,v4_starter_test_0031_06826bb06b055d9f,starter,pressure_plate,MISMATCH,PARTIAL_MATCH
v4_starter_test_0003_07b7445f748ea45a_mismatch_01,v4_starter_test_0003_07b7445f748ea45a,starter,pressure_plate,MISMATCH,PARTIAL_MATCH
v4_brake_caliper_test_0026_87b412a34bd8b22c_mismatch_01,v4_brake_caliper_test_0026_87b412a34bd8b22c,brake_caliper,transmission,MISMATCH,MATCH
v4_brake_caliper_test_0026_87b412a34bd8b22c_mismatch_02,v4_brake_caliper_test_0026_87b412a34bd8b22c,brake_caliper,transmission,MISMATCH,MATCH
v4_brake_pad_test_0003_528a734f5182ac2d_mismatch_01,v4_brake_pad_test_0003_528a734f5182ac2d,brake_pad,gas_cap,MISMATCH,PARTIAL_MATCH
v4_brake_pad_test_0001_d487eada196da0e2_mismatch_01,v4_brake_pad_test_0001_d487eada196da0e2,brake_pad,gas_cap,MISMATCH,MATCH
v4_brake_pad_test_0015_f3fc1947227145b9_mismatch_01,v4_brake_pad_test_0015_f3fc1947227145b9,brake_pad,gas_cap,MISMATCH,MATCH
v4_brake_pad_test_0003_528a734f5182ac2d_mismatch_02,v4_brake_pad_test_0003_528a734f5182ac2d,brake_pad,gas_cap,MISMATCH,PARTIAL_MATCH
v4_brake_pad_test_0001_d487eada196da0e2_mismatch_02,v4_brake_pad_test_0001_d487eada196da0e2,brake_pad,gas_cap,MISMATCH,MATCH
v4_brake_pad_test_0021_f3261ee920ea41f2_mismatch_02,v4_brake_pad_test_0021_f3261ee920ea41f2,brake_pad,side_mirror,MISMATCH,MATCH
v4_brake_pad_test_0015_f3fc1947227145b9_mismatch_02,v4_brake_pad_test_0015_f3fc1947227145b9,brake_pad,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0024_00d76c351a26e209_mismatch_01,v4_brake_rotor_test_0024_00d76c351a26e209,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0001_4c517e0846670f54_mismatch_01,v4_brake_rotor_test_0001_4c517e0846670f54,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0002_cc5a64b0a289ccf4_mismatch_01,v4_brake_rotor_test_0002_cc5a64b0a289ccf4,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0014_db85e05efd5fd5fd_mismatch_01,v4_brake_rotor_test_0014_db85e05efd5fd5fd,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0006_f7b48bab65190bfb_mismatch_01,v4_brake_rotor_test_0006_f7b48bab65190bfb,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0024_00d76c351a26e209_mismatch_02,v4_brake_rotor_test_0024_00d76c351a26e209,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0001_4c517e0846670f54_mismatch_02,v4_brake_rotor_test_0001_4c517e0846670f54,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0002_cc5a64b0a289ccf4_mismatch_02,v4_brake_rotor_test_0002_cc5a64b0a289ccf4,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0014_db85e05efd5fd5fd_mismatch_02,v4_brake_rotor_test_0014_db85e05efd5fd5fd,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_brake_rotor_test_0006_f7b48bab65190bfb_mismatch_02,v4_brake_rotor_test_0006_f7b48bab65190bfb,brake_rotor,side_mirror,MISMATCH,PARTIAL_MATCH
v4_vacuum_brake_booster_test_0007_3958ce8c33d2c6b7_mismatch_01,v4_vacuum_brake_booster_test_0007_3958ce8c33d2c6b7,vacuum_brake_booster,spoiler,MISMATCH,MATCH
v4_vacuum_brake_booster_test_0013_43e548960fa1a1e3_mismatch_01,v4_vacuum_brake_booster_test_0013_43e548960fa1a1e3,vacuum_brake_booster,spoiler,MISMATCH,PARTIAL_MATCH
v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a_mismatch_01,v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a,vacuum_brake_booster,spoiler,MISMATCH,MATCH
