sample_id,image_id,image_path,part_category,part_family,text_category,text_family,description,text_mode,label,source
external_v1_headlight_09_04592ce2345d__clean__match,external_v1_headlight_09_04592ce2345d,external_audit/images/headlight/external_v1_1_headlight_09.jpg,headlight,lighting,headlight,lighting,This automotive part is a headlight.,clean,MATCH,external_audit_v1
external_v1_headlight_09_04592ce2345d__clean__mismatch,external_v1_headlight_09_04592ce2345d,external_audit/images/headlight/external_v1_1_headlight_09.jpg,headlight,lighting,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MISMATCH,external_audit_v1
external_v1_headlight_09_04592ce2345d__clean__partial_match,external_v1_headlight_09_04592ce2345d,external_audit/images/headlight/external_v1_1_headlight_09.jpg,headlight,lighting,taillight,lighting,This automotive part is a taillight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_headlight_09_04592ce2345d__natural__match,external_v1_headlight_09_04592ce2345d,external_audit/images/headlight/external_v1_1_headlight_09.jpg,headlight,lighting,headlight,lighting,I need a front headlamp.,natural,MATCH,external_audit_v1
external_v1_headlight_09_04592ce2345d__natural__mismatch,external_v1_headlight_09_04592ce2345d,external_audit/images/headlight/external_v1_1_headlight_09.jpg,headlight,lighting,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MISMATCH,external_audit_v1
external_v1_headlight_09_04592ce2345d__natural__partial_match,external_v1_headlight_09_04592ce2345d,external_audit/images/headlight/external_v1_1_headlight_09.jpg,headlight,lighting,taillight,lighting,I need a rear tail lamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_headlight_10_60746ae766f1__clean__match,external_v1_headlight_10_60746ae766f1,external_audit/images/headlight/external_v1_1_headlight_10.jpg,headlight,lighting,headlight,lighting,This automotive part is a headlight.,clean,MATCH,external_audit_v1
external_v1_headlight_10_60746ae766f1__clean__mismatch,external_v1_headlight_10_60746ae766f1,external_audit/images/headlight/external_v1_1_headlight_10.jpg,headlight,lighting,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MISMATCH,external_audit_v1
external_v1_headlight_10_60746ae766f1__clean__partial_match,external_v1_headlight_10_60746ae766f1,external_audit/images/headlight/external_v1_1_headlight_10.jpg,headlight,lighting,taillight,lighting,This automotive part is a taillight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_headlight_10_60746ae766f1__natural__match,external_v1_headlight_10_60746ae766f1,external_audit/images/headlight/external_v1_1_headlight_10.jpg,headlight,lighting,headlight,lighting,I need a front headlamp.,natural,MATCH,external_audit_v1
external_v1_headlight_10_60746ae766f1__natural__mismatch,external_v1_headlight_10_60746ae766f1,external_audit/images/headlight/external_v1_1_headlight_10.jpg,headlight,lighting,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MISMATCH,external_audit_v1
external_v1_headlight_10_60746ae766f1__natural__partial_match,external_v1_headlight_10_60746ae766f1,external_audit/images/headlight/external_v1_1_headlight_10.jpg,headlight,lighting,taillight,lighting,I need a rear tail lamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_01_d464ad2a67f4__clean__match,external_v1_ignition_coil_01_d464ad2a67f4,external_audit/images/ignition_coil/external_v1_1_ignition_coil_01.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_01_d464ad2a67f4__clean__mismatch,external_v1_ignition_coil_01_d464ad2a67f4,external_audit/images/ignition_coil/external_v1_1_ignition_coil_01.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_01_d464ad2a67f4__clean__partial_match,external_v1_ignition_coil_01_d464ad2a67f4,external_audit/images/ignition_coil/external_v1_1_ignition_coil_01.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_01_d464ad2a67f4__natural__match,external_v1_ignition_coil_01_d464ad2a67f4,external_audit/images/ignition_coil/external_v1_1_ignition_coil_01.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_01_d464ad2a67f4__natural__mismatch,external_v1_ignition_coil_01_d464ad2a67f4,external_audit/images/ignition_coil/external_v1_1_ignition_coil_01.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_01_d464ad2a67f4__natural__partial_match,external_v1_ignition_coil_01_d464ad2a67f4,external_audit/images/ignition_coil/external_v1_1_ignition_coil_01.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_02_cdfe98289633__clean__match,external_v1_ignition_coil_02_cdfe98289633,external_audit/images/ignition_coil/external_v1_1_ignition_coil_02.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_02_cdfe98289633__clean__mismatch,external_v1_ignition_coil_02_cdfe98289633,external_audit/images/ignition_coil/external_v1_1_ignition_coil_02.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_02_cdfe98289633__clean__partial_match,external_v1_ignition_coil_02_cdfe98289633,external_audit/images/ignition_coil/external_v1_1_ignition_coil_02.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_02_cdfe98289633__natural__match,external_v1_ignition_coil_02_cdfe98289633,external_audit/images/ignition_coil/external_v1_1_ignition_coil_02.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_02_cdfe98289633__natural__mismatch,external_v1_ignition_coil_02_cdfe98289633,external_audit/images/ignition_coil/external_v1_1_ignition_coil_02.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_02_cdfe98289633__natural__partial_match,external_v1_ignition_coil_02_cdfe98289633,external_audit/images/ignition_coil/external_v1_1_ignition_coil_02.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_03_2d8fdc30af6c__clean__match,external_v1_ignition_coil_03_2d8fdc30af6c,external_audit/images/ignition_coil/external_v1_1_ignition_coil_03.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_03_2d8fdc30af6c__clean__mismatch,external_v1_ignition_coil_03_2d8fdc30af6c,external_audit/images/ignition_coil/external_v1_1_ignition_coil_03.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_03_2d8fdc30af6c__clean__partial_match,external_v1_ignition_coil_03_2d8fdc30af6c,external_audit/images/ignition_coil/external_v1_1_ignition_coil_03.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_03_2d8fdc30af6c__natural__match,external_v1_ignition_coil_03_2d8fdc30af6c,external_audit/images/ignition_coil/external_v1_1_ignition_coil_03.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_03_2d8fdc30af6c__natural__mismatch,external_v1_ignition_coil_03_2d8fdc30af6c,external_audit/images/ignition_coil/external_v1_1_ignition_coil_03.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_03_2d8fdc30af6c__natural__partial_match,external_v1_ignition_coil_03_2d8fdc30af6c,external_audit/images/ignition_coil/external_v1_1_ignition_coil_03.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_04_b905b49c0793__clean__match,external_v1_ignition_coil_04_b905b49c0793,external_audit/images/ignition_coil/external_v1_1_ignition_coil_04.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_04_b905b49c0793__clean__mismatch,external_v1_ignition_coil_04_b905b49c0793,external_audit/images/ignition_coil/external_v1_1_ignition_coil_04.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_04_b905b49c0793__clean__partial_match,external_v1_ignition_coil_04_b905b49c0793,external_audit/images/ignition_coil/external_v1_1_ignition_coil_04.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_04_b905b49c0793__natural__match,external_v1_ignition_coil_04_b905b49c0793,external_audit/images/ignition_coil/external_v1_1_ignition_coil_04.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_04_b905b49c0793__natural__mismatch,external_v1_ignition_coil_04_b905b49c0793,external_audit/images/ignition_coil/external_v1_1_ignition_coil_04.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_04_b905b49c0793__natural__partial_match,external_v1_ignition_coil_04_b905b49c0793,external_audit/images/ignition_coil/external_v1_1_ignition_coil_04.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_05_a2e07d1727a5__clean__match,external_v1_ignition_coil_05_a2e07d1727a5,external_audit/images/ignition_coil/external_v1_1_ignition_coil_05.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_05_a2e07d1727a5__clean__mismatch,external_v1_ignition_coil_05_a2e07d1727a5,external_audit/images/ignition_coil/external_v1_1_ignition_coil_05.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_05_a2e07d1727a5__clean__partial_match,external_v1_ignition_coil_05_a2e07d1727a5,external_audit/images/ignition_coil/external_v1_1_ignition_coil_05.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_05_a2e07d1727a5__natural__match,external_v1_ignition_coil_05_a2e07d1727a5,external_audit/images/ignition_coil/external_v1_1_ignition_coil_05.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_05_a2e07d1727a5__natural__mismatch,external_v1_ignition_coil_05_a2e07d1727a5,external_audit/images/ignition_coil/external_v1_1_ignition_coil_05.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_05_a2e07d1727a5__natural__partial_match,external_v1_ignition_coil_05_a2e07d1727a5,external_audit/images/ignition_coil/external_v1_1_ignition_coil_05.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_06_9f53a4209f9f__clean__match,external_v1_ignition_coil_06_9f53a4209f9f,external_audit/images/ignition_coil/external_v1_1_ignition_coil_06.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_06_9f53a4209f9f__clean__mismatch,external_v1_ignition_coil_06_9f53a4209f9f,external_audit/images/ignition_coil/external_v1_1_ignition_coil_06.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_06_9f53a4209f9f__clean__partial_match,external_v1_ignition_coil_06_9f53a4209f9f,external_audit/images/ignition_coil/external_v1_1_ignition_coil_06.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_06_9f53a4209f9f__natural__match,external_v1_ignition_coil_06_9f53a4209f9f,external_audit/images/ignition_coil/external_v1_1_ignition_coil_06.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_06_9f53a4209f9f__natural__mismatch,external_v1_ignition_coil_06_9f53a4209f9f,external_audit/images/ignition_coil/external_v1_1_ignition_coil_06.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_06_9f53a4209f9f__natural__partial_match,external_v1_ignition_coil_06_9f53a4209f9f,external_audit/images/ignition_coil/external_v1_1_ignition_coil_06.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_07_08001491e58d__clean__match,external_v1_ignition_coil_07_08001491e58d,external_audit/images/ignition_coil/external_v1_1_ignition_coil_07.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_07_08001491e58d__clean__mismatch,external_v1_ignition_coil_07_08001491e58d,external_audit/images/ignition_coil/external_v1_1_ignition_coil_07.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_07_08001491e58d__clean__partial_match,external_v1_ignition_coil_07_08001491e58d,external_audit/images/ignition_coil/external_v1_1_ignition_coil_07.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_07_08001491e58d__natural__match,external_v1_ignition_coil_07_08001491e58d,external_audit/images/ignition_coil/external_v1_1_ignition_coil_07.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_07_08001491e58d__natural__mismatch,external_v1_ignition_coil_07_08001491e58d,external_audit/images/ignition_coil/external_v1_1_ignition_coil_07.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_07_08001491e58d__natural__partial_match,external_v1_ignition_coil_07_08001491e58d,external_audit/images/ignition_coil/external_v1_1_ignition_coil_07.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_08_60aa92b5c831__clean__match,external_v1_ignition_coil_08_60aa92b5c831,external_audit/images/ignition_coil/external_v1_1_ignition_coil_08.png,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_08_60aa92b5c831__clean__mismatch,external_v1_ignition_coil_08_60aa92b5c831,external_audit/images/ignition_coil/external_v1_1_ignition_coil_08.png,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_08_60aa92b5c831__clean__partial_match,external_v1_ignition_coil_08_60aa92b5c831,external_audit/images/ignition_coil/external_v1_1_ignition_coil_08.png,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_08_60aa92b5c831__natural__match,external_v1_ignition_coil_08_60aa92b5c831,external_audit/images/ignition_coil/external_v1_1_ignition_coil_08.png,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_08_60aa92b5c831__natural__mismatch,external_v1_ignition_coil_08_60aa92b5c831,external_audit/images/ignition_coil/external_v1_1_ignition_coil_08.png,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_08_60aa92b5c831__natural__partial_match,external_v1_ignition_coil_08_60aa92b5c831,external_audit/images/ignition_coil/external_v1_1_ignition_coil_08.png,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_09_86315949986b__clean__match,external_v1_ignition_coil_09_86315949986b,external_audit/images/ignition_coil/external_v1_1_ignition_coil_09.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_09_86315949986b__clean__mismatch,external_v1_ignition_coil_09_86315949986b,external_audit/images/ignition_coil/external_v1_1_ignition_coil_09.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_09_86315949986b__clean__partial_match,external_v1_ignition_coil_09_86315949986b,external_audit/images/ignition_coil/external_v1_1_ignition_coil_09.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_09_86315949986b__natural__match,external_v1_ignition_coil_09_86315949986b,external_audit/images/ignition_coil/external_v1_1_ignition_coil_09.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_09_86315949986b__natural__mismatch,external_v1_ignition_coil_09_86315949986b,external_audit/images/ignition_coil/external_v1_1_ignition_coil_09.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_09_86315949986b__natural__partial_match,external_v1_ignition_coil_09_86315949986b,external_audit/images/ignition_coil/external_v1_1_ignition_coil_09.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_10_4b88418cb46e__clean__match,external_v1_ignition_coil_10_4b88418cb46e,external_audit/images/ignition_coil/external_v1_1_ignition_coil_10.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MATCH,external_audit_v1
external_v1_ignition_coil_10_4b88418cb46e__clean__mismatch,external_v1_ignition_coil_10_4b88418cb46e,external_audit/images/ignition_coil/external_v1_1_ignition_coil_10.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,This automotive part is a starter.,clean,MISMATCH,external_audit_v1
external_v1_ignition_coil_10_4b88418cb46e__clean__partial_match,external_v1_ignition_coil_10_4b88418cb46e,external_audit/images/ignition_coil/external_v1_1_ignition_coil_10.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_ignition_coil_10_4b88418cb46e__natural__match,external_v1_ignition_coil_10_4b88418cb46e,external_audit/images/ignition_coil/external_v1_1_ignition_coil_10.jpg,ignition_coil,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MATCH,external_audit_v1
external_v1_ignition_coil_10_4b88418cb46e__natural__mismatch,external_v1_ignition_coil_10_4b88418cb46e,external_audit/images/ignition_coil/external_v1_1_ignition_coil_10.jpg,ignition_coil,ignition_and_fuel,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MISMATCH,external_audit_v1
external_v1_ignition_coil_10_4b88418cb46e__natural__partial_match,external_v1_ignition_coil_10_4b88418cb46e,external_audit/images/ignition_coil/external_v1_1_ignition_coil_10.jpg,ignition_coil,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_01_157e16ee22ae__clean__match,external_v1_spark_plug_01_157e16ee22ae,external_audit/images/spark_plug/external_v1_1_spark_plug_01.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_01_157e16ee22ae__clean__mismatch,external_v1_spark_plug_01_157e16ee22ae,external_audit/images/spark_plug/external_v1_1_spark_plug_01.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_01_157e16ee22ae__clean__partial_match,external_v1_spark_plug_01_157e16ee22ae,external_audit/images/spark_plug/external_v1_1_spark_plug_01.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_01_157e16ee22ae__natural__match,external_v1_spark_plug_01_157e16ee22ae,external_audit/images/spark_plug/external_v1_1_spark_plug_01.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_01_157e16ee22ae__natural__mismatch,external_v1_spark_plug_01_157e16ee22ae,external_audit/images/spark_plug/external_v1_1_spark_plug_01.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_01_157e16ee22ae__natural__partial_match,external_v1_spark_plug_01_157e16ee22ae,external_audit/images/spark_plug/external_v1_1_spark_plug_01.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_02_c98f0d1f3a74__clean__match,external_v1_spark_plug_02_c98f0d1f3a74,external_audit/images/spark_plug/external_v1_1_spark_plug_02.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_02_c98f0d1f3a74__clean__mismatch,external_v1_spark_plug_02_c98f0d1f3a74,external_audit/images/spark_plug/external_v1_1_spark_plug_02.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_02_c98f0d1f3a74__clean__partial_match,external_v1_spark_plug_02_c98f0d1f3a74,external_audit/images/spark_plug/external_v1_1_spark_plug_02.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_02_c98f0d1f3a74__natural__match,external_v1_spark_plug_02_c98f0d1f3a74,external_audit/images/spark_plug/external_v1_1_spark_plug_02.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_02_c98f0d1f3a74__natural__mismatch,external_v1_spark_plug_02_c98f0d1f3a74,external_audit/images/spark_plug/external_v1_1_spark_plug_02.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_02_c98f0d1f3a74__natural__partial_match,external_v1_spark_plug_02_c98f0d1f3a74,external_audit/images/spark_plug/external_v1_1_spark_plug_02.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_03_1d9631b0cff2__clean__match,external_v1_spark_plug_03_1d9631b0cff2,external_audit/images/spark_plug/external_v1_1_spark_plug_03.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_03_1d9631b0cff2__clean__mismatch,external_v1_spark_plug_03_1d9631b0cff2,external_audit/images/spark_plug/external_v1_1_spark_plug_03.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_03_1d9631b0cff2__clean__partial_match,external_v1_spark_plug_03_1d9631b0cff2,external_audit/images/spark_plug/external_v1_1_spark_plug_03.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_03_1d9631b0cff2__natural__match,external_v1_spark_plug_03_1d9631b0cff2,external_audit/images/spark_plug/external_v1_1_spark_plug_03.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_03_1d9631b0cff2__natural__mismatch,external_v1_spark_plug_03_1d9631b0cff2,external_audit/images/spark_plug/external_v1_1_spark_plug_03.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_03_1d9631b0cff2__natural__partial_match,external_v1_spark_plug_03_1d9631b0cff2,external_audit/images/spark_plug/external_v1_1_spark_plug_03.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_04_52d98448c3b2__clean__match,external_v1_spark_plug_04_52d98448c3b2,external_audit/images/spark_plug/external_v1_1_spark_plug_04.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_04_52d98448c3b2__clean__mismatch,external_v1_spark_plug_04_52d98448c3b2,external_audit/images/spark_plug/external_v1_1_spark_plug_04.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_04_52d98448c3b2__clean__partial_match,external_v1_spark_plug_04_52d98448c3b2,external_audit/images/spark_plug/external_v1_1_spark_plug_04.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_04_52d98448c3b2__natural__match,external_v1_spark_plug_04_52d98448c3b2,external_audit/images/spark_plug/external_v1_1_spark_plug_04.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_04_52d98448c3b2__natural__mismatch,external_v1_spark_plug_04_52d98448c3b2,external_audit/images/spark_plug/external_v1_1_spark_plug_04.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
