image_id,image_group_id,part_category,split,rank_within_category,image_path,sha256,source_dataset,source_dataset_root,source_split_ignored,split_seed
kaggle_b0911b647c51578a,kaggle50:brake_disc:kaggle_b0911b647c51578a,brake_disc,train,17,data/images/dataset_v3/train/brake_disc/brake_disc_train_017_b0911b647c51578a.jpg,b0911b647c51578a7b5af35e8ddeda636a0b2dcc5329b6cedac2962fd4b58878,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_b5f5bcf9557b3815,kaggle50:brake_disc:kaggle_b5f5bcf9557b3815,brake_disc,train,18,data/images/dataset_v3/train/brake_disc/brake_disc_train_018_b5f5bcf9557b3815.jpg,b5f5bcf9557b38150937771aeda804cbfecdd484bc29c7d851a328e23cc88da3,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_824da027961a4d95,kaggle50:brake_disc:kaggle_824da027961a4d95,brake_disc,train,19,data/images/dataset_v3/train/brake_disc/brake_disc_train_019_824da027961a4d95.jpg,824da027961a4d959f3a6239059be21b5f37d57a8fee217dc03b11db1152d960,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_f580a67ec1080b76,kaggle50:brake_disc:kaggle_f580a67ec1080b76,brake_disc,train,20,data/images/dataset_v3/train/brake_disc/brake_disc_train_020_f580a67ec1080b76.jpg,f580a67ec1080b767641d3aeb19e39795eb830adc5615d511726d592e1a2b0b4,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_574f668a250f86bf,kaggle50:brake_disc:kaggle_574f668a250f86bf,brake_disc,train,21,data/images/dataset_v3/train/brake_disc/brake_disc_train_021_574f668a250f86bf.jpg,574f668a250f86bfb312f9421b28c7318916d522a52162faa518ef6bc96a1e98,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_2f50daf89e940937,kaggle50:brake_disc:kaggle_2f50daf89e940937,brake_disc,train,22,data/images/dataset_v3/train/brake_disc/brake_disc_train_022_2f50daf89e940937.jpg,2f50daf89e940937e0e397361db145303e51a5e26f40bb6f712ee7a14b5668e1,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_53de9044459afe36,kaggle50:brake_disc:kaggle_53de9044459afe36,brake_disc,train,23,data/images/dataset_v3/train/brake_disc/brake_disc_train_023_53de9044459afe36.jpg,53de9044459afe3623fec6af4f41e7230f37aff3d9d38eca45c2bfebd5114b6e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9c5203874c049848,kaggle50:brake_disc:kaggle_9c5203874c049848,brake_disc,train,24,data/images/dataset_v3/train/brake_disc/brake_disc_train_024_9c5203874c049848.jpg,9c5203874c0498480b4c4c5d84b1edee7324d9f7ee9b85fa513c846182aa814c,gpiosenka/car-parts-40-classes,car parts 50,test,dataset-v3-split-v1
kaggle_cc5a64b0a289ccf4,kaggle50:brake_disc:kaggle_cc5a64b0a289ccf4,brake_disc,train,25,data/images/dataset_v3/train/brake_disc/brake_disc_train_025_cc5a64b0a289ccf4.jpg,cc5a64b0a289ccf41d44a7647b8d35b3fdb8d31813e6aec5b3dba1a6c1a3df32,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_92e005522b87ff86,kaggle50:brake_disc:kaggle_92e005522b87ff86,brake_disc,train,26,data/images/dataset_v3/train/brake_disc/brake_disc_train_026_92e005522b87ff86.jpg,92e005522b87ff86ba00340259e15c8a3400833a4da3a22089cd22250d8b5aa9,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_5c58f3d9c3864043,kaggle50:brake_disc:kaggle_5c58f3d9c3864043,brake_disc,train,27,data/images/dataset_v3/train/brake_disc/brake_disc_train_027_5c58f3d9c3864043.jpg,5c58f3d9c38640438151a64b1b6e121b9d21a075023565ec5ea661e78f2efb05,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_867e9280692a8548,kaggle50:brake_disc:kaggle_867e9280692a8548,brake_disc,train,28,data/images/dataset_v3/train/brake_disc/brake_disc_train_028_867e9280692a8548.jpg,867e9280692a854874112c3228dff5afa925de59a96e0ec4745aa0f56634d33a,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_3f652d15741e8920,kaggle50:brake_disc:kaggle_3f652d15741e8920,brake_disc,train,29,data/images/dataset_v3/train/brake_disc/brake_disc_train_029_3f652d15741e8920.jpg,3f652d15741e89203d0bcbaaccd04b7ba18b38e4e62b159b0cb12188af3d4a7f,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_fba3f06327e09c00,kaggle50:brake_disc:kaggle_fba3f06327e09c00,brake_disc,train,30,data/images/dataset_v3/train/brake_disc/brake_disc_train_030_fba3f06327e09c00.jpg,fba3f06327e09c006283ae6637126c07b80947934ef50d6b2eb27d23b914bc8b,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_8fc35ee4f8d15943,kaggle50:brake_disc:kaggle_8fc35ee4f8d15943,brake_disc,train,31,data/images/dataset_v3/train/brake_disc/brake_disc_train_031_8fc35ee4f8d15943.jpg,8fc35ee4f8d15943250732f87ee1f7a6a45c84aa00b7a88f89e79919c26ec35a,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_17de41c1fc54ab2b,kaggle50:brake_disc:kaggle_17de41c1fc54ab2b,brake_disc,train,32,data/images/dataset_v3/train/brake_disc/brake_disc_train_032_17de41c1fc54ab2b.jpg,17de41c1fc54ab2bc3e3efa6e7a0e347a26f3d923170d41469da5b17bd5051fe,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_7258a96c8898e2a0,kaggle50:brake_disc:kaggle_7258a96c8898e2a0,brake_disc,train,33,data/images/dataset_v3/train/brake_disc/brake_disc_train_033_7258a96c8898e2a0.jpg,7258a96c8898e2a026801eb3e4e8bf03deb49db3e7ae65b6a6b49208b5b91d31,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_6d4f8333f33c9440,kaggle50:brake_disc:kaggle_6d4f8333f33c9440,brake_disc,train,34,data/images/dataset_v3/train/brake_disc/brake_disc_train_034_6d4f8333f33c9440.jpg,6d4f8333f33c94407b3a3fc7292516dab6bb179b0570850ecfb82ec2ac959e14,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_399d1b06dec0eed6,kaggle50:brake_disc:kaggle_399d1b06dec0eed6,brake_disc,train,35,data/images/dataset_v3/train/brake_disc/brake_disc_train_035_399d1b06dec0eed6.jpg,399d1b06dec0eed65dea19763024251af76131f5e8f69d1ae3de5956ac9a41c6,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_69be0c13fb4b3519,kaggle50:brake_disc:kaggle_69be0c13fb4b3519,brake_disc,train,36,data/images/dataset_v3/train/brake_disc/brake_disc_train_036_69be0c13fb4b3519.jpg,69be0c13fb4b35192fbca73751a6bd01fde9e0b351acc48870b34c18172499b0,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_e16927d80dc74ab9,kaggle50:brake_disc:kaggle_e16927d80dc74ab9,brake_disc,train,37,data/images/dataset_v3/train/brake_disc/brake_disc_train_037_e16927d80dc74ab9.jpg,e16927d80dc74ab94b4a23776cb30040d2274a57ea1703941e7257bf547ef0d5,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_d0358b3034b0e02b,kaggle50:brake_disc:kaggle_d0358b3034b0e02b,brake_disc,train,38,data/images/dataset_v3/train/brake_disc/brake_disc_train_038_d0358b3034b0e02b.jpg,d0358b3034b0e02b0b5e55d64cf55153922dbb832cf5283ea93386fda831eda5,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_4c517e0846670f54,kaggle50:brake_disc:kaggle_4c517e0846670f54,brake_disc,train,39,data/images/dataset_v3/train/brake_disc/brake_disc_train_039_4c517e0846670f54.jpg,4c517e0846670f54861cc123d5d7f0aebf69035ecc5b6427fb11e64d02b6204c,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_82d446c910a8c0da,kaggle50:brake_disc:kaggle_82d446c910a8c0da,brake_disc,train,40,data/images/dataset_v3/train/brake_disc/brake_disc_train_040_82d446c910a8c0da.jpg,82d446c910a8c0da5563eaf3edef391f9a285eb732d913ab9b7280898ad97c38,gpiosenka/car-parts-40-classes,car parts 50,test,dataset-v3-split-v1
kaggle_18d026c0bd6ee19e,kaggle50:brake_disc:kaggle_18d026c0bd6ee19e,brake_disc,train,41,data/images/dataset_v3/train/brake_disc/brake_disc_train_041_18d026c0bd6ee19e.jpg,18d026c0bd6ee19ec9460e32d5ed92ea21fad8dccf9f1ae48fdeeafb2e45ec19,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_72ce2c1e37bcdc64,kaggle50:brake_disc:kaggle_72ce2c1e37bcdc64,brake_disc,train,42,data/images/dataset_v3/train/brake_disc/brake_disc_train_042_72ce2c1e37bcdc64.jpg,72ce2c1e37bcdc641fe6983b2320fc9607fb7f7863149a92d27ff60478c50cd4,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_acfb9c246f0beed8,kaggle50:brake_disc:kaggle_acfb9c246f0beed8,brake_disc,train,43,data/images/dataset_v3/train/brake_disc/brake_disc_train_043_acfb9c246f0beed8.jpg,acfb9c246f0beed881d4d7500be6c7e67a119606d10d543a9e63b398ccb346a9,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_16343fea356bff09,kaggle50:brake_disc:kaggle_16343fea356bff09,brake_disc,train,44,data/images/dataset_v3/train/brake_disc/brake_disc_train_044_16343fea356bff09.jpg,16343fea356bff09b4352baad889cf68bf381d4170d811bdd6377a0ea324f333,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_2f196622a30fccb3,kaggle50:brake_disc:kaggle_2f196622a30fccb3,brake_disc,train,45,data/images/dataset_v3/train/brake_disc/brake_disc_train_045_2f196622a30fccb3.jpg,2f196622a30fccb34e0d7563b55ec154005987dfa647d932a668fae88dbe8b32,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_55310f5b5b5c8cb0,kaggle50:brake_disc:kaggle_55310f5b5b5c8cb0,brake_disc,train,46,data/images/dataset_v3/train/brake_disc/brake_disc_train_046_55310f5b5b5c8cb0.jpg,55310f5b5b5c8cb00db13431c19885c65c61e9b8de8835f14a706d2bfdc133ae,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_4d3bebc3fac27740,kaggle50:brake_disc:kaggle_4d3bebc3fac27740,brake_disc,train,47,data/images/dataset_v3/train/brake_disc/brake_disc_train_047_4d3bebc3fac27740.jpg,4d3bebc3fac277409d7e12520191ceb8b26630869be9bde96a1ef29eba4002f5,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_ecf691b9eacbf9b6,kaggle50:brake_disc:kaggle_ecf691b9eacbf9b6,brake_disc,train,48,data/images/dataset_v3/train/brake_disc/brake_disc_train_048_ecf691b9eacbf9b6.jpg,ecf691b9eacbf9b687795d04120d0df36556fc695db574431a7d21d2294dfee8,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_f20fe20154ab4b28,kaggle50:brake_disc:kaggle_f20fe20154ab4b28,brake_disc,train,49,data/images/dataset_v3/train/brake_disc/brake_disc_train_049_f20fe20154ab4b28.jpg,f20fe20154ab4b283550e78d403b592b90dc780c0c78f2d8f5c05719405cb186,gpiosenka/car-parts-40-classes,car parts 50,test,dataset-v3-split-v1
kaggle_1f0b39af09c2017c,kaggle50:brake_disc:kaggle_1f0b39af09c2017c,brake_disc,train,50,data/images/dataset_v3/train/brake_disc/brake_disc_train_050_1f0b39af09c2017c.jpg,1f0b39af09c2017c54b6315035ffcc15257ef55f127cf1a51c6ddd1f0f013ca1,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_14d9aebf7a3e682e,kaggle50:brake_disc:kaggle_14d9aebf7a3e682e,brake_disc,train,51,data/images/dataset_v3/train/brake_disc/brake_disc_train_051_14d9aebf7a3e682e.jpg,14d9aebf7a3e682e23d0161fbbb3abd73ca4e5551b0527daa00f4e2e3fe50e33,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_37ee9ca42cd3e6db,kaggle50:brake_disc:kaggle_37ee9ca42cd3e6db,brake_disc,train,52,data/images/dataset_v3/train/brake_disc/brake_disc_train_052_37ee9ca42cd3e6db.jpg,37ee9ca42cd3e6db71df98373e30063edf85c61ad5b87c5a68598c2605f37f9e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_76975d8bc5c7c642,kaggle50:brake_disc:kaggle_76975d8bc5c7c642,brake_disc,train,53,data/images/dataset_v3/train/brake_disc/brake_disc_train_053_76975d8bc5c7c642.jpg,76975d8bc5c7c6420343b6044273fbe22329262dce133bedfd801c359f69ed45,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_b2179cf93164c14e,kaggle50:brake_disc:kaggle_b2179cf93164c14e,brake_disc,train,54,data/images/dataset_v3/train/brake_disc/brake_disc_train_054_b2179cf93164c14e.jpg,b2179cf93164c14e60890c85cfc151f9e1e40f7cef8fa305d5878f8337bcc935,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_af330066071dcd83,kaggle50:brake_disc:kaggle_af330066071dcd83,brake_disc,train,55,data/images/dataset_v3/train/brake_disc/brake_disc_train_055_af330066071dcd83.jpg,af330066071dcd8365f75ccfb8ddd66aaee4d002ca187e899f2fe75b80b18c5f,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_0ba6386ebdc2b856,kaggle50:brake_disc:kaggle_0ba6386ebdc2b856,brake_disc,train,56,data/images/dataset_v3/train/brake_disc/brake_disc_train_056_0ba6386ebdc2b856.jpg,0ba6386ebdc2b856e0927985899c2161c4bd45ca8fb9f634ea8a9f9dbae93bb2,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_2af8380fc0ebcfd8,kaggle50:brake_disc:kaggle_2af8380fc0ebcfd8,brake_disc,train,57,data/images/dataset_v3/train/brake_disc/brake_disc_train_057_2af8380fc0ebcfd8.jpg,2af8380fc0ebcfd8bea8a5cd8148bddf6df1f028d630a3e97a66a6502f205058,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_2c2d37ffea45ddc9,kaggle50:brake_disc:kaggle_2c2d37ffea45ddc9,brake_disc,train,58,data/images/dataset_v3/train/brake_disc/brake_disc_train_058_2c2d37ffea45ddc9.jpg,2c2d37ffea45ddc97aaa38708a5bfb8b9eded42490367fec0cfb7166719dbeae,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_963348e10fb39270,kaggle50:brake_disc:kaggle_963348e10fb39270,brake_disc,train,59,data/images/dataset_v3/train/brake_disc/brake_disc_train_059_963348e10fb39270.jpg,963348e10fb392705f03b9410afdcaac8b54644e6b231ff55acb246cf5e94712,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_3a00941e7b28797b,kaggle50:brake_disc:kaggle_3a00941e7b28797b,brake_disc,train,60,data/images/dataset_v3/train/brake_disc/brake_disc_train_060_3a00941e7b28797b.jpg,3a00941e7b28797b3be00d4a5e35a8988e227838ade2f5b976692bd97bfd3f18,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_aca10013f7980e42,kaggle50:brake_pad:kaggle_aca10013f7980e42,brake_pad,train,1,data/images/dataset_v3/train/brake_pad/brake_pad_train_001_aca10013f7980e42.jpg,aca10013f7980e4251282765e7b935a7895848154072e461bcca556d8c9768f2,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_5b20a70b59330302,kaggle50:brake_pad:kaggle_5b20a70b59330302,brake_pad,train,2,data/images/dataset_v3/train/brake_pad/brake_pad_train_002_5b20a70b59330302.jpg,5b20a70b5933030295a4e205616f20fc1873da46486b707f58829476f7b653ac,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9cfc2cd347ae6045,kaggle50:brake_pad:kaggle_9cfc2cd347ae6045,brake_pad,train,3,data/images/dataset_v3/train/brake_pad/brake_pad_train_003_9cfc2cd347ae6045.jpg,9cfc2cd347ae60453f9bc65ec3ca8a04c807f0f9017193084610d82927a160d3,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_91ddd4c34261041a,kaggle50:brake_pad:kaggle_91ddd4c34261041a,brake_pad,train,4,data/images/dataset_v3/train/brake_pad/brake_pad_train_004_91ddd4c34261041a.jpg,91ddd4c34261041a77ccca2f1134b110e7f90850dcd6239f581635c50f8b81a9,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9b0558914b0de3a6,kaggle50:brake_pad:kaggle_9b0558914b0de3a6,brake_pad,train,5,data/images/dataset_v3/train/brake_pad/brake_pad_train_005_9b0558914b0de3a6.jpg,9b0558914b0de3a6fb9a550c928b032ca538a4078a08d35e2ad5aa5b5a2bc144,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_cfcc4bf59251bbd0,kaggle50:brake_pad:kaggle_cfcc4bf59251bbd0,brake_pad,train,6,data/images/dataset_v3/train/brake_pad/brake_pad_train_006_cfcc4bf59251bbd0.jpg,cfcc4bf59251bbd0c1cd3d7c241c11c36d4aa31b243e565d0c5e2061a5e0b681,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_81315b9b0444d007,kaggle50:brake_pad:kaggle_81315b9b0444d007,brake_pad,train,7,data/images/dataset_v3/train/brake_pad/brake_pad_train_007_81315b9b0444d007.jpg,81315b9b0444d0077ce77b792ee2c6ea7e52d9ccd69a5df28bfa2ff31d9ee9a8,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_0ec568bef9a9dbd2,kaggle50:brake_pad:kaggle_0ec568bef9a9dbd2,brake_pad,train,8,data/images/dataset_v3/train/brake_pad/brake_pad_train_008_0ec568bef9a9dbd2.jpg,0ec568bef9a9dbd2ba5ff0b5a1225c176e929bb22cc9628eb175092725c261f0,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9c8144106be8c164,kaggle50:brake_pad:kaggle_9c8144106be8c164,brake_pad,train,9,data/images/dataset_v3/train/brake_pad/brake_pad_train_009_9c8144106be8c164.jpg,9c8144106be8c16483ad6ef7f23e4852409b19098f3b9d949ab71824f788f602,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_cf2b2a9ecf1a7c8f,kaggle50:brake_pad:kaggle_cf2b2a9ecf1a7c8f,brake_pad,train,10,data/images/dataset_v3/train/brake_pad/brake_pad_train_010_cf2b2a9ecf1a7c8f.jpg,cf2b2a9ecf1a7c8f7acab50a030338c96b8492a93c5c0da9139425636ac1e531,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_dbdec27df43c8ec4,kaggle50:brake_pad:kaggle_dbdec27df43c8ec4,brake_pad,train,11,data/images/dataset_v3/train/brake_pad/brake_pad_train_011_dbdec27df43c8ec4.jpg,dbdec27df43c8ec4e43351fa6f595c410b09d4a1b9a76a1ffba848122c3200a1,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_934970409fad7513,kaggle50:brake_pad:kaggle_934970409fad7513,brake_pad,train,12,data/images/dataset_v3/train/brake_pad/brake_pad_train_012_934970409fad7513.jpg,934970409fad751353c6e7bc258c8027a392dd173a17a1fb4bb1960626eeec28,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_566831d983880f86,kaggle50:brake_pad:kaggle_566831d983880f86,brake_pad,train,13,data/images/dataset_v3/train/brake_pad/brake_pad_train_013_566831d983880f86.jpg,566831d983880f8623274f55622271e2c96c17626d7ae1706520e9733f1ef622,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_972383e327918b6f,kaggle50:brake_pad:kaggle_972383e327918b6f,brake_pad,train,14,data/images/dataset_v3/train/brake_pad/brake_pad_train_014_972383e327918b6f.jpg,972383e327918b6fd22c338f64e4493e31f6a6f98c72c9291e1a9a71163e3a9d,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_612747661c686859,kaggle50:brake_pad:kaggle_612747661c686859,brake_pad,train,15,data/images/dataset_v3/train/brake_pad/brake_pad_train_015_612747661c686859.jpg,612747661c686859915b782add3b15a34d08b4f1df35cf948465c9831ca1ed7d,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_a8f100a2cba8cb19,kaggle50:brake_pad:kaggle_a8f100a2cba8cb19,brake_pad,train,16,data/images/dataset_v3/train/brake_pad/brake_pad_train_016_a8f100a2cba8cb19.jpg,a8f100a2cba8cb19d461819cdecf1d34886f37666ec7d9fa200cceae36ea8576,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_4e645c3d6f9e582f,kaggle50:brake_pad:kaggle_4e645c3d6f9e582f,brake_pad,train,17,data/images/dataset_v3/train/brake_pad/brake_pad_train_017_4e645c3d6f9e582f.jpg,4e645c3d6f9e582f72950940e4f86549badcbf9939637f417b97ed4013740877,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_4121f6dc9a489dbe,kaggle50:brake_pad:kaggle_4121f6dc9a489dbe,brake_pad,train,18,data/images/dataset_v3/train/brake_pad/brake_pad_train_018_4121f6dc9a489dbe.jpg,4121f6dc9a489dbea457a86ba5f79df33f16c9b98417302992e28a960d7074ac,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_43ac97f4a8cf73db,kaggle50:brake_pad:kaggle_43ac97f4a8cf73db,brake_pad,train,19,data/images/dataset_v3/train/brake_pad/brake_pad_train_019_43ac97f4a8cf73db.jpg,43ac97f4a8cf73dbd410d2df618f32969fd1e42404f670990184c51d8b1288cc,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_5570178e33573f68,kaggle50:brake_pad:kaggle_5570178e33573f68,brake_pad,train,20,data/images/dataset_v3/train/brake_pad/brake_pad_train_020_5570178e33573f68.jpg,5570178e33573f68dfa2cb8b01cf17f4d7b41c11dbd503f65136f490863daa0e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c97e750f19748e4b,kaggle50:brake_pad:kaggle_c97e750f19748e4b,brake_pad,train,21,data/images/dataset_v3/train/brake_pad/brake_pad_train_021_c97e750f19748e4b.jpg,c97e750f19748e4b2dfe34af8fced4f0d1daca7d68dacb53bb94331df3e41664,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_d9fefa679e7067eb,kaggle50:brake_pad:kaggle_d9fefa679e7067eb,brake_pad,train,22,data/images/dataset_v3/train/brake_pad/brake_pad_train_022_d9fefa679e7067eb.jpg,d9fefa679e7067eb75555491b4fed81396e1ef8f90a9457a7ada6ad9223fee89,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_2a9a54b130950c42,kaggle50:brake_pad:kaggle_2a9a54b130950c42,brake_pad,train,23,data/images/dataset_v3/train/brake_pad/brake_pad_train_023_2a9a54b130950c42.jpg,2a9a54b130950c42dab39d3f4d389e5f2f8ab2fa7c90035b53415ccfb0f902ed,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_87e494242ae3683f,kaggle50:brake_pad:kaggle_87e494242ae3683f,brake_pad,train,24,data/images/dataset_v3/train/brake_pad/brake_pad_train_024_87e494242ae3683f.jpg,87e494242ae3683f321b97359fb1eae26009348c3a4c4d7cacc721bfce1675b8,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_767b76411a5772b7,kaggle50:brake_pad:kaggle_767b76411a5772b7,brake_pad,train,25,data/images/dataset_v3/train/brake_pad/brake_pad_train_025_767b76411a5772b7.jpg,767b76411a5772b72264b9ab5dc60c7832e6b6c1e1ebf773577e8c1a1e1e1907,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_b30cda9d2db7a843,kaggle50:brake_pad:kaggle_b30cda9d2db7a843,brake_pad,train,26,data/images/dataset_v3/train/brake_pad/brake_pad_train_026_b30cda9d2db7a843.jpg,b30cda9d2db7a843698419f8e76c1baa11178f07169ab6278069ca59995a4b12,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_a808d739d7768fb9,kaggle50:brake_pad:kaggle_a808d739d7768fb9,brake_pad,train,27,data/images/dataset_v3/train/brake_pad/brake_pad_train_027_a808d739d7768fb9.jpg,a808d739d7768fb9276c792abf998ee899e5c3ad49bd0abedc9965a15d663d91,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_bcfd462f2a5e53e6,kaggle50:brake_pad:kaggle_bcfd462f2a5e53e6,brake_pad,train,28,data/images/dataset_v3/train/brake_pad/brake_pad_train_028_bcfd462f2a5e53e6.jpg,bcfd462f2a5e53e6f58aa45c771c285106484547a75ea197d52b13b50de1b4c3,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_a51c80e61abbfdeb,kaggle50:brake_pad:kaggle_a51c80e61abbfdeb,brake_pad,train,29,data/images/dataset_v3/train/brake_pad/brake_pad_train_029_a51c80e61abbfdeb.jpg,a51c80e61abbfdebc6531b937d60116c4ea4ed24239f27533d44a99cc47dee59,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_62912cd948b3e260,kaggle50:brake_pad:kaggle_62912cd948b3e260,brake_pad,train,30,data/images/dataset_v3/train/brake_pad/brake_pad_train_030_62912cd948b3e260.jpg,62912cd948b3e260028978ad0ad9dae3ff22ea9772749bc218e38eaa57d222d6,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_09e1e7d0e88c616c,kaggle50:brake_pad:kaggle_09e1e7d0e88c616c,brake_pad,train,31,data/images/dataset_v3/train/brake_pad/brake_pad_train_031_09e1e7d0e88c616c.jpg,09e1e7d0e88c616cc469779f2343134943231f4cd7bff91b8c751b3e3bff1d5a,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_07329aae6c5b8818,kaggle50:brake_pad:kaggle_07329aae6c5b8818,brake_pad,train,32,data/images/dataset_v3/train/brake_pad/brake_pad_train_032_07329aae6c5b8818.jpg,07329aae6c5b88189d8d86d81c54ca86a55516ddcc66d299d6e03edebe3bd3d6,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_525be61392394baf,kaggle50:brake_pad:kaggle_525be61392394baf,brake_pad,train,33,data/images/dataset_v3/train/brake_pad/brake_pad_train_033_525be61392394baf.jpg,525be61392394baf9e4c7e4a9a8164ac115132526c76cc7dab4f4bcf34b4c117,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
